o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,50,1400,-3.9,9.75,3.2,12.69,34.98,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1484,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,100,1401,-3.9,9.75,3.2,12.69,28.91,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.146,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,150,1402,-3.9,9.75,3.2,12.69,25.36,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1497,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1403,-3.9,9.75,3.2,12.69,22.85,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1528,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,250,1404,-3.9,9.75,3.2,12.69,20.89,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1554,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,300,1405,-3.9,9.75,3.2,12.69,19.3,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1513,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,400,1406,-3.9,9.75,3.2,12.69,16.78,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1588,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,500,1407,-3.9,9.75,3.2,12.69,14.83,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1488,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,600,1408,-3.9,9.75,3.2,12.69,13.23,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1477,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,700,1409,-3.9,9.75,3.2,12.69,11.88,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.148,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,900,1410,-3.9,9.75,3.2,12.69,9.68,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.2448,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,1000,1411,-3.9,9.75,3.2,12.69,8.76,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1496,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,1200,1412,-3.9,9.75,3.2,12.69,7.16,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1507,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,1400,1413,-3.9,9.75,3.2,12.69,5.81,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1505,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,1600,1414,-3.9,9.75,3.2,12.69,4.64,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1519,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,2000,1415,-3.9,9.75,3.2,12.69,2.69,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1504,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,2500,1416,-3.9,9.75,3.2,12.69,0.74,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1511,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,3000,1417,-3.9,9.75,3.2,12.69,-0.86,0,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,0,298.1509,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1418,-3.9,9.75,3.2,12.69,22.85,-50,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,50,298.1505,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1419,-3.9,9.75,3.2,12.69,22.85,-100,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,100,298.1502,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1420,-3.9,9.75,3.2,12.69,22.85,-150,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,150,298.1471,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1421,-3.9,9.75,3.2,12.69,22.85,-200,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,200,298.1502,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1422,-3.9,9.75,3.2,12.69,22.85,-220,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,220,298.1492,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1423,-3.9,9.75,3.2,12.69,22.85,-240,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,240,298.1471,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1424,-3.9,9.75,3.2,12.69,22.85,-260,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,260,298.1535,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1425,-3.9,9.75,3.2,12.69,22.85,-280,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,280,298.1505,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1426,-3.9,9.75,3.2,12.69,22.85,-300,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,300,298.1484,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1427,-3.9,9.75,3.2,12.69,22.85,-320,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,320,298.1502,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1428,-3.9,9.75,3.2,12.69,22.85,-340,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,340,298.1507,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1429,-3.9,9.75,3.2,12.69,22.85,-360,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,360,298.1499,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1430,-3.9,9.75,3.2,12.69,22.85,-380,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,380,298.1489,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1431,-3.9,9.75,3.2,12.69,22.85,-400,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,400,298.1518,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1432,-3.9,9.75,3.2,12.69,22.85,-450,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,450,298.1518,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1433,-3.9,9.75,3.2,12.69,22.85,-500,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,500,298.1515,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1434,-3.9,9.75,3.2,12.69,22.85,-550,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,550,298.1499,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1435,-3.9,9.75,3.2,12.69,22.85,-600,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,600,298.1476,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1436,-3.9,9.75,3.2,12.69,22.85,-700,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,700,298.1486,8.092
4.696,-0.82,202.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,138.7764,6,0.015,200,1437,-3.9,9.75,3.2,12.69,22.85,100,50,105,220,13C_A16_C8_dl,16,0.032,2,60.76302,150.784627,599.66,188.81,-100,298.1495,8.092
