filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
20210115_melting4_tag_m1a.txt,9.700059865711237e-05,0.6151516223606518,0.0011134095913700407,0.671332088646669,-20.55714918295231,319.2336299479461,46.073629947946074,-0.037748295242886656,-9.302117473333222,-8.849137930418582,3.0,0.06628017020490667,-1734.9366800216324,-1718.8429885358414,duplex
avg,9.700059865711237e-05,0.6151516223606518,0.0011134095913700407,0.671332088646669,-20.55714918295231,319.2336299479461,46.073629947946074,-0.037748295242886656,-9.302117473333222,-8.849137930418582,3.0,0.06628017020490667,-1734.9366800216324,-1718.8429885358414,duplex
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
