Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
G10_C8_Off,1,97,93,4,20.061367104376785,0.215713624778245,0.9994896534779096,0.9994674644986883,-144.42897700124985,-134.56491569593197,20.06136710437679,39309.30502319453,0.464449808675001
