Date : 8/31/2019	Time : 19:39:17	
C:\UVWINLAB\DNA21U1.SP	
14.00	0.6249
14.20	0.6259
14.40	0.6269
14.60	0.6279
14.80	0.6287
15.00	0.6296
15.20	0.6309
15.40	0.6320
15.60	0.6326
15.80	0.6338
16.00	0.6346
16.20	0.6357
16.40	0.6370
16.60	0.6378
16.80	0.6387
17.00	0.6396
17.20	0.6407
17.40	0.6418
17.60	0.6427
17.80	0.6440
18.00	0.6452
18.20	0.6462
18.40	0.6473
18.60	0.6484
18.80	0.6495
19.00	0.6506
19.20	0.6516
19.40	0.6528
19.60	0.6538
19.80	0.6552
20.00	0.6562
20.20	0.6575
20.40	0.6583
20.60	0.6597
20.80	0.6605
21.00	0.6619
21.20	0.6625
21.40	0.6639
21.60	0.6649
21.80	0.6660
22.00	0.6670
22.20	0.6681
22.40	0.6691
22.60	0.6701
22.80	0.6712
23.00	0.6720
23.20	0.6734
23.40	0.6741
23.60	0.6752
23.80	0.6758
24.00	0.6768
24.20	0.6776
24.40	0.6786
24.60	0.6790
24.80	0.6802
25.00	0.6808
25.20	0.6816
25.40	0.6822
25.60	0.6830
25.80	0.6836
26.00	0.6842
26.20	0.6850
26.40	0.6857
26.60	0.6864
26.80	0.6871
27.00	0.6878
27.20	0.6885
27.40	0.6891
27.60	0.6897
27.80	0.6900
28.00	0.6908
28.20	0.6913
28.40	0.6918
28.60	0.6924
28.80	0.6930
29.00	0.6934
29.20	0.6940
29.40	0.6946
29.60	0.6950
29.80	0.6955
30.00	0.6959
30.20	0.6966
30.40	0.6970
30.60	0.6974
30.80	0.6979
31.00	0.6984
31.20	0.6990
31.40	0.6994
31.60	0.6998
31.80	0.7003
32.00	0.7006
32.20	0.7011
32.50	0.7017
32.70	0.7020
33.00	0.7027
33.20	0.7031
33.50	0.7038
33.70	0.7042
34.00	0.7048
34.20	0.7049
34.50	0.7054
34.70	0.7060
35.00	0.7065
35.20	0.7069
35.50	0.7075
35.70	0.7078
36.00	0.7085
36.20	0.7087
36.50	0.7095
36.70	0.7098
37.00	0.7106
37.20	0.7108
37.50	0.7113
37.70	0.7116
38.00	0.7122
Date : 8/31/2019	Time : 20:14:32	


Date : 8/31/2019	Time : 20:14:32	
C:\UVWINLAB\DNA21D1.SP	
38.00	0.7093
37.80	0.7088
37.50	0.7085
37.30	0.7080
37.00	0.7074
36.80	0.7070
36.50	0.7064
36.30	0.7063
36.00	0.7055
35.80	0.7052
35.50	0.7046
35.30	0.7041
35.00	0.7037
34.80	0.7034
34.50	0.7028
34.30	0.7024
34.00	0.7018
33.80	0.7013
33.50	0.7006
33.30	0.7002
33.00	0.6995
32.80	0.6989
32.50	0.6983
32.30	0.6979
32.00	0.6972
31.80	0.6970
31.60	0.6964
31.40	0.6958
31.20	0.6954
31.00	0.6948
30.80	0.6945
30.60	0.6941
30.40	0.6933
30.20	0.6929
30.00	0.6921
29.80	0.6918
29.60	0.6913
29.40	0.6908
29.20	0.6900
29.00	0.6894
28.80	0.6887
