r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
4.4544,4.4544,150.88,0.0,0.0,0.0,2.625141,0.0,0.0,0.0,0.0,13.714602,13.714602,0.012045,4.4544,13.714602,0.0,0.0,auto,533.679272,0.0,0.0
