o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,150,1400,inf,9.75,3.2,12.38,25.36,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1483,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,200,1401,inf,9.75,3.2,12.38,22.85,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1704,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,250,1402,inf,9.75,3.2,12.38,20.89,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1499,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,300,1403,inf,9.75,3.2,12.38,19.3,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1466,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,400,1404,inf,9.75,3.2,12.38,16.78,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,302.9433,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,500,1405,inf,9.75,3.2,12.38,14.83,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1527,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,600,1406,inf,9.75,3.2,12.38,13.23,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1477,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,700,1407,inf,9.75,3.2,12.38,11.88,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1495,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,900,1408,inf,9.75,3.2,12.38,9.68,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1893,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,1000,1409,inf,9.75,3.2,12.38,8.76,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1515,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,1200,1410,inf,9.75,3.2,12.38,7.16,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1501,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,1400,1411,inf,9.75,3.2,12.38,5.81,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1499,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,1600,1412,inf,9.75,3.2,12.38,4.64,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1503,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,2000,1413,inf,9.75,3.2,12.38,2.69,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1518,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,2500,1414,inf,9.75,3.2,12.38,0.74,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1502,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,3000,1415,inf,9.75,3.2,12.38,-0.86,0,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,0,303.1534,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,150,1416,inf,9.75,3.2,12.38,25.36,-30,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,30,303.1532,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,150,1417,inf,9.75,3.2,12.38,25.36,-60,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,60,303.152,6.0558
4.697,-0.82,170.0,13Csel-R1rho_HC-4.alh.qz.ijk,30.26,9000,1500,31.18,82.024,7,0.027,150,1418,inf,9.75,3.2,12.38,25.36,-100,50,105,220,13C_A21_C1p_dl,64,0.056,2,60.76302,150.784627,599.66,188.81,100,303.1497,6.0558
