Date : 3/6/2018	Time : 13:10:55	
C:\UVWINLAB\DNA261U1.SP	
8.00	0.5591
8.50	0.5598
9.00	0.5604
9.50	0.5613
10.00	0.5614
10.50	0.5627
11.00	0.5634
11.50	0.5640
12.00	0.5649
12.50	0.5655
13.00	0.5661
13.50	0.5676
14.00	0.5678
14.50	0.5687
15.00	0.5701
15.50	0.5708
16.00	0.5714
16.50	0.5726
17.00	0.5734
17.50	0.5750
18.00	0.5758
18.50	0.5769
19.00	0.5784
19.50	0.5796
20.00	0.5807
20.50	0.5821
21.00	0.5835
21.50	0.5849
22.00	0.5863
22.60	0.5889
23.10	0.5905
23.60	0.5927
24.10	0.5946
24.60	0.5971
25.10	0.5987
25.60	0.6008
26.10	0.6034
26.60	0.6059
27.10	0.6083
27.60	0.6115
28.10	0.6139
28.60	0.6168
29.10	0.6193
29.60	0.6222
30.10	0.6245
30.60	0.6274
31.10	0.6301
31.60	0.6326
32.10	0.6347
32.60	0.6372
33.10	0.6387
33.60	0.6407
34.10	0.6424
34.60	0.6438
35.10	0.6452
35.60	0.6468
36.10	0.6477
36.60	0.6492
37.10	0.6496
37.60	0.6509
38.10	0.6522
38.60	0.6529
39.10	0.6531
39.60	0.6538
40.10	0.6544
40.60	0.6550
41.10	0.6555
41.60	0.6564
42.10	0.6564
42.60	0.6567
43.10	0.6579
43.60	0.6576
44.10	0.6585
44.60	0.6587
45.10	0.6592
45.60	0.6598
46.10	0.6604
46.60	0.6601
47.10	0.6607
47.60	0.6616
48.10	0.6618
48.60	0.6622
49.10	0.6625
49.60	0.6629
50.00	0.6632
Date : 3/6/2018	Time : 15:02:56	


Date : 3/6/2018	Time : 15:02:56	
C:\UVWINLAB\DNA261D1.SP	
