param,fitval,fiterror
pB,0.08000,0.00000
pC,-0.00000,0.00000
dwB,3.73527,0.01559
dwC,0.00000,0.00000
kexAB,8.16309,8.28850
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.35837,0.42959
R2,19.91801,0.35147
rchi2,16.74756,0.0
