,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
0,0,0.635839772722,0.0112372396252,0.6529866457600001,0.0103000361414,-1500.0,9.999019136900001,0.2,0.6322418054597366
1,1,0.639931050757,0.0112372396252,0.6326368487340001,0.0103000361414,-1442.105,9.999019136900001,0.2,0.6322401445277631
2,2,0.637144907497,0.0112372396252,0.633802069552,0.0103000361414,-1384.211,9.999019136900001,0.2,0.632227021607559
3,3,0.634914221498,0.0112372396252,0.646178965425,0.0103000361414,-1326.316,9.999019136900001,0.2,0.6322200477640109
4,4,0.634740878344,0.0112372396252,0.657847613407,0.0103000361414,-1268.421,9.999019136900001,0.2,0.632210267277694
5,5,0.633876693127,0.0112372396252,0.66209643247,0.0103000361414,-1210.526,9.999019136900001,0.2,0.6321931034704216
6,6,0.652434532909,0.0112372396252,0.641471836866,0.0103000361414,-1152.632,9.999019136900001,0.2,0.6321870250708412
7,7,0.6530254179689999,0.0112372396252,0.6800449497050001,0.0103000361414,-1094.737,9.999019136900001,0.2,0.6321604200017552
8,8,0.6354703114,0.0112372396252,0.6264619001439999,0.0103000361414,-1036.8419999999999,9.999019136900001,0.2,0.6321505932652546
9,9,0.652145416771,0.0112372396252,0.645117596015,0.0103000361414,-978.9474,9.999019136900001,0.2,0.6321211699741827
10,10,0.646561742744,0.0112372396252,0.64751874215,0.0103000361414,-921.0526,9.999019136900001,0.2,0.6320943800513961
11,11,0.622021539679,0.0112372396252,0.654626615873,0.0103000361414,-863.1579,9.999019136900001,0.2,0.632068058022374
12,12,0.6344523948449999,0.0112372396252,0.656507435712,0.0103000361414,-805.2632,9.999019136900001,0.2,0.6320126962052788
13,13,0.666689160507,0.0112372396252,0.673664169495,0.0103000361414,-747.3684,9.999019136900001,0.2,0.6319831354426124
14,14,0.641621462835,0.0112372396252,0.64520995293,0.0103000361414,-689.4737,9.999019136900001,0.2,0.6318961527776963
15,15,0.631138187602,0.0112372396252,0.653554954882,0.0103000361414,-631.5789,9.999019136900001,0.2,0.631833481259264
16,16,0.644828943836,0.0112372396252,0.646469936488,0.0103000361414,-573.6842,9.999019136900001,0.2,0.6317165532653505
17,17,0.6335989644960001,0.0112372396252,0.635129549842,0.0103000361414,-515.7895,9.999019136900001,0.2,0.6315586785363076
18,18,0.631969981689,0.0112372396252,0.630256686732,0.0103000361414,-457.8947,9.999019136900001,0.2,0.6313877367987076
19,19,0.641339305729,0.0112372396252,0.639894952808,0.0103000361414,-400.0,9.999019136900001,0.2,0.6310169876874432
20,20,0.628791791885,0.0112372396252,0.637877802935,0.0103000361414,-400.0,9.999019136900001,0.2,0.6310169876874432
21,21,0.651051583507,0.0112372396252,0.664117458393,0.0103000361414,-383.5443,9.999019136900001,0.2,0.6309490363003738
22,22,0.63534378355,0.0112372396252,0.625772364218,0.0103000361414,-367.0886,9.999019136900001,0.2,0.6308615851559899
23,23,0.631197718956,0.0112372396252,0.649284349744,0.0103000361414,-350.6329,9.999019136900001,0.2,0.6306375584052304
24,24,0.635781569911,0.0112372396252,0.651736820127,0.0103000361414,-334.1772,9.999019136900001,0.2,0.6304586087550714
25,25,0.6397741562229999,0.0112372396252,0.6378842184660001,0.0103000361414,-317.7215,9.999019136900001,0.2,0.6303579076655452
26,26,0.630629355853,0.0112372396252,0.645234813113,0.0103000361414,-301.2658,9.999019136900001,0.2,0.6300834858972164
27,27,0.636366128579,0.0112372396252,0.636290627297,0.0103000361414,-284.8101,9.999019136900001,0.2,0.6297112638735939
28,28,0.6311938598560001,0.0112372396252,0.6375955195709999,0.0103000361414,-268.3544,9.999019136900001,0.2,0.629490089477899
29,29,0.633978548047,0.0112372396252,0.613734154919,0.0103000361414,-251.8987,9.999019136900001,0.2,0.6291615299997172
30,30,0.627348362171,0.0112372396252,0.638723583773,0.0103000361414,-235.44299999999998,9.999019136900001,0.2,0.6285032057819147
31,31,0.619667742083,0.0112372396252,0.642206548823,0.0103000361414,-218.9873,9.999019136900001,0.2,0.627907781897856
32,32,0.631297043318,0.0112372396252,0.623129833729,0.0103000361414,-202.5316,9.999019136900001,0.2,0.6273800142038402
33,33,0.629685584619,0.0112372396252,0.646432111586,0.0103000361414,-186.0759,9.999019136900001,0.2,0.6262682564548862
34,34,0.642364181315,0.0112372396252,0.6427610912839999,0.0103000361414,-169.6203,9.999019136900001,0.2,0.6247134329687478
35,35,0.632542963059,0.0112372396252,0.6279017858829999,0.0103000361414,-153.1646,9.999019136900001,0.2,0.6232808464466018
36,36,0.640363143365,0.0112372396252,0.6324518675899999,0.0103000361414,-136.7089,9.999019136900001,0.2,0.6210242429436086
37,37,0.620177269736,0.0112372396252,0.598177828807,0.0103000361414,-120.2532,9.999019136900001,0.2,0.616684033488228
38,38,0.629422027107,0.0112372396252,0.645890934815,0.0103000361414,-103.7975,9.999019136900001,0.2,0.6107286644714103
39,39,0.625248948817,0.0112372396252,0.621101991305,0.0103000361414,-87.34177,9.999019136900001,0.2,0.6020000921744235
40,40,0.586588870315,0.0112372396252,0.593341053059,0.0103000361414,-70.88608,9.999019136900001,0.2,0.5826557170035527
41,41,0.558628556197,0.0112372396252,0.5519932230610001,0.0103000361414,-54.43038000000001,9.999019136900001,0.2,0.5338829645148688
42,42,0.42478050054,0.0112372396252,0.44097085517800005,0.0103000361414,-37.97468,9.999019136900001,0.2,0.39999018322029595
43,43,0.255949961609,0.0112372396252,0.27486460445099997,0.0103000361414,-21.51899,9.999019136900001,0.2,0.35579647563267663
