Date : 12/18/2017	Time : 08:43:18	
C:\UVWINLAB\DNA81U1.SP	
15.00	0.6384
15.50	0.6389
16.00	0.6387
16.50	0.6391
17.00	0.6398
17.50	0.6398
18.00	0.6398
18.50	0.6402
19.00	0.6405
19.50	0.6411
20.00	0.6413
20.50	0.6415
21.00	0.6417
21.50	0.6422
22.00	0.6430
22.50	0.6431
23.00	0.6433
23.50	0.6436
24.00	0.6442
24.50	0.6450
25.00	0.6452
25.50	0.6461
26.00	0.6465
26.50	0.6468
27.00	0.6477
27.50	0.6481
28.00	0.6486
28.50	0.6494
29.00	0.6498
29.50	0.6511
30.00	0.6513
30.50	0.6523
31.00	0.6528
31.50	0.6533
32.00	0.6545
32.50	0.6553
33.00	0.6561
33.50	0.6565
34.00	0.6575
34.50	0.6588
35.00	0.6598
35.50	0.6608
36.00	0.6617
36.50	0.6633
37.00	0.6644
37.50	0.6659
38.00	0.6674
38.50	0.6690
39.00	0.6708
39.50	0.6721
40.00	0.6740
40.50	0.6753
41.00	0.6774
41.50	0.6808
42.00	0.6830
42.50	0.6858
43.00	0.6883
43.50	0.6916
44.00	0.6949
44.50	0.6978
45.00	0.7015
45.50	0.7060
46.00	0.7091
46.50	0.7129
47.00	0.7165
47.50	0.7215
48.00	0.7247
48.50	0.7294
49.00	0.7326
49.50	0.7368
50.00	0.7403
50.50	0.7438
51.00	0.7474
51.50	0.7502
52.00	0.7530
52.50	0.7553
53.00	0.7580
53.50	0.7598
54.00	0.7618
54.50	0.7638
55.00	0.7656
55.50	0.7668
56.00	0.7680
56.50	0.7690
57.00	0.7710
57.50	0.7719
58.00	0.7728
58.50	0.7739
59.00	0.7750
59.50	0.7757
60.00	0.7758
60.50	0.7774
61.00	0.7775
61.50	0.7781
62.00	0.7784
62.50	0.7793
63.00	0.7797
63.50	0.7807
64.00	0.7812
64.50	0.7813
65.00	0.7821
65.50	0.7826
66.00	0.7836
66.50	0.7833
67.00	0.7835
67.50	0.7841
68.00	0.7850
68.50	0.7854
69.00	0.7855
69.50	0.7861
70.00	0.7867
70.50	0.7872
71.00	0.7876
71.50	0.7874
72.00	0.7883
72.50	0.7887
73.00	0.7887
73.50	0.7884
74.00	0.7899
74.50	0.7896
75.00	0.7900
