param,fitval,fiterror
pB,0.08000,0.00000
pC,0.00000,0.00000
dwB,-2.24536,0.06567
dwC,-0.00000,0.00000
kexAB,10.46437,9.10843
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,1.24421,0.00957
R2,5.74328,0.44272
rchi2,36.89366,0.0
