offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-3.600000000000000000e+03,2.000000000000000000e+02,2.583685593430314231e+00,0.000000000000000000e+00,2.624689386485226805e+01,0.000000000000000000e+00,9.999991575856762571e-01
-3.563819095477386782e+03,2.000000000000000000e+02,2.585224393303679147e+00,0.000000000000000000e+00,2.626378043769841497e+01,0.000000000000000000e+00,9.999991280208946343e-01
-3.527638190954774018e+03,2.000000000000000000e+02,2.586812897313667925e+00,0.000000000000000000e+00,2.628121937932473884e+01,0.000000000000000000e+00,9.999990897266404222e-01
-3.491457286432160799e+03,2.000000000000000000e+02,2.588453345564574626e+00,0.000000000000000000e+00,2.629925106933126244e+01,0.000000000000000000e+00,9.999990496926959294e-01
-3.455276381909547581e+03,2.000000000000000000e+02,2.590148053617214341e+00,0.000000000000000000e+00,2.631790170163390030e+01,0.000000000000000000e+00,9.999990073996147810e-01
-3.419095477386934817e+03,2.000000000000000000e+02,2.591899465556233295e+00,0.000000000000000000e+00,2.633719796699506333e+01,0.000000000000000000e+00,9.999989617821564147e-01
-3.382914572864321599e+03,2.000000000000000000e+02,2.593710206930019080e+00,0.000000000000000000e+00,2.635717981406139643e+01,0.000000000000000000e+00,9.999989179682140517e-01
-3.346733668341708380e+03,2.000000000000000000e+02,2.595582988108495304e+00,0.000000000000000000e+00,2.637786936815655281e+01,0.000000000000000000e+00,9.999988701573896410e-01
-3.310552763819095617e+03,2.000000000000000000e+02,2.597520706382775213e+00,0.000000000000000000e+00,2.639929817273707613e+01,0.000000000000000000e+00,9.999988175972268634e-01
-3.274371859296482398e+03,2.000000000000000000e+02,2.599526457201791985e+00,0.000000000000000000e+00,2.642150641977036685e+01,0.000000000000000000e+00,9.999987621855940256e-01
-3.238190954773869635e+03,2.000000000000000000e+02,2.601603503917290894e+00,0.000000000000000000e+00,2.644453104808303578e+01,0.000000000000000000e+00,9.999987031418264838e-01
-3.202010050251256416e+03,2.000000000000000000e+02,2.603755293622144418e+00,0.000000000000000000e+00,2.646840695453397529e+01,0.000000000000000000e+00,9.999986369446637324e-01
-3.165829145728643198e+03,2.000000000000000000e+02,2.605985625459724897e+00,0.000000000000000000e+00,2.649320617857995330e+01,0.000000000000000000e+00,9.999985809691387395e-01
-3.129648241206030434e+03,2.000000000000000000e+02,2.608298259052270307e+00,0.000000000000000000e+00,2.651893386019435184e+01,0.000000000000000000e+00,9.999985107935355222e-01
-3.093467336683417216e+03,2.000000000000000000e+02,2.610697432200178802e+00,0.000000000000000000e+00,2.654565621013000509e+01,0.000000000000000000e+00,9.999984369014977004e-01
-3.057286432160803997e+03,2.000000000000000000e+02,2.613187580033396351e+00,0.000000000000000000e+00,2.657342376084091029e+01,0.000000000000000000e+00,9.999983583856353331e-01
-3.021105527638191234e+03,2.000000000000000000e+02,2.615773424669964431e+00,0.000000000000000000e+00,2.660228926328727539e+01,0.000000000000000000e+00,9.999982735915704524e-01
