param,fitval,fiterror
pB,0.00300,0.00000
pC,0.00000,0.00000
dwB,3.86274,0.07100
dwC,0.00000,0.00000
kexAB,212.19436,25.35405
kexAC,0.00000,0.00000
kexBC,-0.00000,0.00000
R1,2.26397,0.01333
R2,12.84460,0.25983
rchi2,14.49563,0.0
