r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.974356,1.974356,150.88,0.0,0.0,0.0,2.921392,0.0,0.0,0.0,0.0,14.520163,14.520163,0.003687,1.974356,14.520163,0.0,0.0,auto,2813.476709,0.0,0.0
