Date : 9/16/2019	Time : 12:43:06	
C:\UVWINLAB\DNA21U1.SP	
30.00	0.6504
30.20	0.6504
30.40	0.6504
30.60	0.6504
30.80	0.6503
31.00	0.6506
31.20	0.6505
31.40	0.6506
31.60	0.6506
31.80	0.6507
32.00	0.6505
32.20	0.6507
32.50	0.6506
32.70	0.6506
33.00	0.6507
33.20	0.6508
33.50	0.6507
33.70	0.6507
34.00	0.6508
34.20	0.6507
34.50	0.6506
34.70	0.6508
35.00	0.6508
35.20	0.6509
35.50	0.6510
35.70	0.6510
36.00	0.6509
36.20	0.6509
36.50	0.6508
36.70	0.6509
37.00	0.6508
37.20	0.6511
37.50	0.6508
37.70	0.6511
38.00	0.6510
38.20	0.6512
38.50	0.6511
38.70	0.6511
39.00	0.6512
39.20	0.6512
39.50	0.6511
39.70	0.6514
40.00	0.6515
40.20	0.6515
40.50	0.6514
40.70	0.6516
41.00	0.6516
41.20	0.6518
41.50	0.6520
41.70	0.6519
42.00	0.6519
42.20	0.6520
42.50	0.6520
42.70	0.6521
43.00	0.6523
43.20	0.6523
43.50	0.6523
43.70	0.6524
44.00	0.6524
44.20	0.6527
44.50	0.6527
44.70	0.6526
45.00	0.6532
45.20	0.6531
45.50	0.6531
45.70	0.6532
46.00	0.6534
46.20	0.6535
46.50	0.6535
46.70	0.6538
47.00	0.6539
47.20	0.6541
47.50	0.6543
47.70	0.6543
48.00	0.6545
48.20	0.6546
48.50	0.6549
48.70	0.6550
49.00	0.6551
49.20	0.6554
49.50	0.6558
49.70	0.6558
50.00	0.6560
50.20	0.6566
50.50	0.6567
50.70	0.6571
51.00	0.6573
51.20	0.6574
51.50	0.6578
51.70	0.6578
52.00	0.6586
52.20	0.6588
52.50	0.6592
52.70	0.6595
53.00	0.6601
53.20	0.6602
53.50	0.6607
53.70	0.6607
54.00	0.6617
54.20	0.6622
54.50	0.6626
54.70	0.6629
55.00	0.6638
55.20	0.6641
55.50	0.6648
55.70	0.6648
56.00	0.6658
56.20	0.6663
56.50	0.6671
56.70	0.6677
57.00	0.6685
57.20	0.6693
57.50	0.6701
57.70	0.6701
58.00	0.6726
58.20	0.6731
58.50	0.6746
58.70	0.6749
59.00	0.6760
59.20	0.6770
59.50	0.6783
59.70	0.6783
60.00	0.6807
60.20	0.6818
60.50	0.6830
60.70	0.6840
61.00	0.6853
61.20	0.6866
61.50	0.6881
61.70	0.6881
62.00	0.6910
62.20	0.6922
62.50	0.6937
62.70	0.6949
63.00	0.6967
63.20	0.6977
63.50	0.6998
63.70	0.6998
64.00	0.7026
64.20	0.7036
64.40	0.7048
64.70	0.7066
64.90	0.7080
65.20	0.7097
65.40	0.7111
65.70	0.7124
65.90	0.7138
66.20	0.7156
66.40	0.7168
66.70	0.7183
66.90	0.7197
67.20	0.7216
67.40	0.7223
67.70	0.7238
67.90	0.7243
68.20	0.7257
68.40	0.7267
68.70	0.7279
68.90	0.7286
69.20	0.7301
69.40	0.7309
69.70	0.7319
69.90	0.7327
70.20	0.7336
70.40	0.7340
70.70	0.7351
70.90	0.7355
71.20	0.7361
71.40	0.7370
71.70	0.7375
71.90	0.7379
72.20	0.7386
72.40	0.7394
72.70	0.7398
72.90	0.7398
73.20	0.7407
73.40	0.7410
73.70	0.7415
73.90	0.7419
74.20	0.7422
74.40	0.7426
74.70	0.7432
74.90	0.7432
75.20	0.7438
75.40	0.7439
75.70	0.7445
75.90	0.7449
76.20	0.7452
76.40	0.7453
76.70	0.7459
76.90	0.7459
77.20	0.7463
77.40	0.7463
77.80	0.7467
78.00	0.7470
78.20	0.7472
78.40	0.7474
78.70	0.7478
78.90	0.7478
79.20	0.7482
79.40	0.7485
79.70	0.7486
79.90	0.7488
80.20	0.7493
80.40	0.7494
80.70	0.7500
80.90	0.7500
81.20	0.7505
81.40	0.7507
81.70	0.7510
81.90	0.7511
82.20	0.7513
82.40	0.7514
82.70	0.7518
82.90	0.7518
83.20	0.7523
83.40	0.7522
83.70	0.7529
83.90	0.7528
84.20	0.7533
84.40	0.7536
84.70	0.7539
84.90	0.7539
85.20	0.7542
85.40	0.7543
85.70	0.7548
85.90	0.7550
86.20	0.7553
86.40	0.7553
86.70	0.7556
86.90	0.7556
87.20	0.7559
87.40	0.7560
87.70	0.7561
87.90	0.7561
88.20	0.7565
88.40	0.7568
88.70	0.7568
88.90	0.7568
89.20	0.7573
89.40	0.7574
89.70	0.7575
89.90	0.7578
90.20	0.7579
90.40	0.7580
90.70	0.7583
90.90	0.7583
91.20	0.7587
91.40	0.7589
