filename,mds,bds,mss,bss,delH,Tm(K),Tm(C),delS,delG_25C,delG_37C,Ct,redchi2,aic,bic,mode
20210118_probe11_melting4_caa_at.txt,0.0007445138643521899,0.6193532658342484,0.0013811057428430604,0.6665123284352451,-88.2971163999948,328.06415418345966,54.90415418345964,-0.2424988661227506,-15.993654476835488,-13.083668083362483,3.0,0.012175714298917499,-1869.2593721583469,-1853.5675571659451,duplex
20210118_probe11_melting2_caa_at.txt,0.0006499001698964777,0.6201988921794033,0.0014030678860737372,0.6613670332857469,-87.87038082961676,327.924868466762,54.76486846676198,-0.241311864371365,-15.92083534865057,-13.025092976194188,3.0,0.029035031499011994,-1836.3259515834447,-1820.5750526386414,duplex
20210118_probe11_mmelting3_caa_at.txt,0.0006068518432442116,0.6247432964189839,0.0013674694508581243,0.6670229478239993,-87.55040628249454,327.83797741387787,54.67797741387784,-0.24040687062977115,-15.870693735521968,-12.985811287964708,3.0,0.018425124771446953,-1818.4481481002392,-1802.9371548724687,duplex
avg,0.0006670886258309597,0.6214318181442119,0.0013838810265916406,0.6649674365149971,-87.90596783736869,327.9423333546998,54.78233335469982,-0.2414058670412956,-15.928394520336008,-13.03152411584046,3.0,0.019878623523125482,-1841.3444906140103,-1825.6932548923517,duplex
std,5.749950884974056e-05,0.0023668808239425128,1.4664896802998577e-05,0.0025543897640388264,0.30587996146077684,0.09315846537889218,0.09315846537889218,0.0008566363141680521,0.050482285893304786,0.040207858015093356,0.0,0.006959101382563643,21.04494275072259,20.984222721403974,0
