offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-3.500000000000000000e+03,2.000000000000000000e+02,2.235073812936884341e+00,0.000000000000000000e+00,2.219424777485778577e+01,0.000000000000000000e+00,9.999999360806806070e-01
-3.464824120603015217e+03,2.000000000000000000e+02,2.236404980062729031e+00,0.000000000000000000e+00,2.219592228241435805e+01,0.000000000000000000e+00,9.999999334199858314e-01
-3.429648241206029979e+03,2.000000000000000000e+02,2.237777373344469023e+00,0.000000000000000000e+00,2.219765144924338074e+01,0.000000000000000000e+00,9.999999305816678064e-01
-3.394472361809045196e+03,2.000000000000000000e+02,2.239192703733401402e+00,0.000000000000000000e+00,2.219943470297414478e+01,0.000000000000000000e+00,9.999999256662217562e-01
-3.359296482412060413e+03,2.000000000000000000e+02,2.240652816117748802e+00,0.000000000000000000e+00,2.220128404793456411e+01,0.000000000000000000e+00,9.999999246419665200e-01
-3.324120603015075176e+03,2.000000000000000000e+02,2.242159585608209493e+00,0.000000000000000000e+00,2.220319243342646587e+01,0.000000000000000000e+00,9.999999214089113631e-01
-3.288944723618090393e+03,2.000000000000000000e+02,2.243715034906238248e+00,0.000000000000000000e+00,2.220516587345457538e+01,0.000000000000000000e+00,9.999999179794311077e-01
-3.253768844221105610e+03,2.000000000000000000e+02,2.245321285310645898e+00,0.000000000000000000e+00,2.220720734454630474e+01,0.000000000000000000e+00,9.999999143483081498e-01
-3.218592964824120827e+03,2.000000000000000000e+02,2.246980574280252885e+00,0.000000000000000000e+00,2.220931979716897331e+01,0.000000000000000000e+00,9.999999104054134724e-01
-3.183417085427135589e+03,2.000000000000000000e+02,2.248695264286186379e+00,0.000000000000000000e+00,2.221150644987926626e+01,0.000000000000000000e+00,9.999999061042500470e-01
-3.148241206030150806e+03,2.000000000000000000e+02,2.250467858165636770e+00,0.000000000000000000e+00,2.221377251299975342e+01,0.000000000000000000e+00,9.999999023364765094e-01
-3.113065326633165569e+03,2.000000000000000000e+02,2.252300985232132735e+00,0.000000000000000000e+00,2.221611940672664787e+01,0.000000000000000000e+00,9.999998978603257260e-01
-3.077889447236180786e+03,2.000000000000000000e+02,2.254197439202144881e+00,0.000000000000000000e+00,2.221855188696213190e+01,0.000000000000000000e+00,9.999998931114044698e-01
-3.042713567839196003e+03,2.000000000000000000e+02,2.256160173216046783e+00,0.000000000000000000e+00,2.222107409015802659e+01,0.000000000000000000e+00,9.999998880576710381e-01
-3.007537688442211220e+03,2.000000000000000000e+02,2.258192311938768793e+00,0.000000000000000000e+00,2.222368976902259874e+01,0.000000000000000000e+00,9.999998822671370968e-01
-2.972361809045225982e+03,2.000000000000000000e+02,2.260297179479714202e+00,0.000000000000000000e+00,2.222640580424382506e+01,0.000000000000000000e+00,9.999998771162799116e-01
