param,fitval,fiterror
pB,0.00200,0.00000
pC,0.00000,0.00000
dwB,-1.63689,0.18028
dwC,-0.00000,0.00000
kexAB,321.98088,89.81187
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,1.24877,0.01069
R2,5.40630,0.39748
rchi2,46.51933,0.0
