param,fitval,fiterror
pB,0.00200,0.00000
pC,0.00000,0.00000
dwB,2.80512,0.08015
dwC,-0.00000,0.00000
kexAB,321.98088,89.81187
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,3.35221,0.00546
R2,18.79759,0.26285
rchi2,46.51933,0.0
