Date : 12/17/2017	Time : 06:11:15	
C:\UVWINLAB\DNA21U1.SP	
15.00	0.6610
15.50	0.6614
16.00	0.6617
16.60	0.6627
17.10	0.6630
17.60	0.6637
18.10	0.6644
18.60	0.6650
19.10	0.6660
19.60	0.6668
20.10	0.6677
20.60	0.6683
21.10	0.6692
21.60	0.6699
22.10	0.6708
22.60	0.6718
23.10	0.6730
23.60	0.6742
24.10	0.6753
24.60	0.6760
25.10	0.6770
25.60	0.6785
26.10	0.6791
26.60	0.6807
27.10	0.6818
27.60	0.6828
28.10	0.6841
28.60	0.6861
29.10	0.6871
29.60	0.6882
30.10	0.6899
30.60	0.6912
31.10	0.6927
31.60	0.6948
32.10	0.6959
32.60	0.6980
33.10	0.6994
33.60	0.7011
34.10	0.7037
34.60	0.7058
35.10	0.7078
35.60	0.7100
36.10	0.7122
36.60	0.7141
37.10	0.7172
37.60	0.7203
38.10	0.7230
38.60	0.7254
39.10	0.7285
39.60	0.7310
40.10	0.7342
40.60	0.7375
41.10	0.7406
41.60	0.7441
42.10	0.7460
42.60	0.7485
43.10	0.7519
43.60	0.7548
44.10	0.7565
44.60	0.7588
45.10	0.7614
45.60	0.7642
46.10	0.7659
46.60	0.7680
47.10	0.7691
47.60	0.7705
48.10	0.7718
48.60	0.7729
49.10	0.7744
49.60	0.7750
50.10	0.7755
50.60	0.7765
51.10	0.7775
51.60	0.7777
52.10	0.7783
52.60	0.7788
53.10	0.7792
53.60	0.7798
54.10	0.7803
54.60	0.7802
55.10	0.7807
55.60	0.7813
56.10	0.7819
56.60	0.7819
57.10	0.7820
57.60	0.7826
58.10	0.7825
58.60	0.7831
59.10	0.7829
59.60	0.7828
60.10	0.7839
60.60	0.7836
61.10	0.7839
61.60	0.7840
62.10	0.7844
62.60	0.7845
63.10	0.7845
63.60	0.7849
64.10	0.7851
64.60	0.7849
65.10	0.7852
65.60	0.7852
66.10	0.7853
66.60	0.7853
67.10	0.7856
67.60	0.7854
68.10	0.7858
68.60	0.7856
69.10	0.7854
69.60	0.7860
70.00	0.7857
Date : 12/17/2017	Time : 07:25:01	


Date : 12/17/2017	Time : 07:25:01	
C:\UVWINLAB\DNA21D1.SP	
