Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
ac8,1,196,188,8,22.545099031206398,0.11992073952769361,0.9976963570673595,0.9975978054980487,-407.09894965807666,-381.64408586016833,22.545099031206398,9786.715949665248,0.34629573997913055
