m,b
1,2.184096271138885
1,2.041579807410468
1,2.3039667432363156
1,2.2619775643847038
1,2.384716390000253
1,2.575775514190077
1,2.456010824669706
1,2.205367722903423
1,2.360195197874494
1,2.505071322171296
1,2.393445314933942
1,2.5492404224061316
1,2.3207875803951943
1,2.4716531084832023
1,2.242131479907183
1,2.2789466927540527
1,2.227062563830277
1,2.347010246487125
1,2.2369438747262964
1,2.4504567000149855
1,2.243620068844418
1,2.2419844332674455
1,2.5873411199076055
1,2.2520793073749488
1,2.264206204625931
1,2.4812813365137494
1,2.1947980154578186
1,2.146170088148555
1,2.4669751531870903
1,2.5379091812597308
1,2.356427577931919
1,2.3522690569196723
1,2.592578256423835
1,2.3289506101050814
1,2.424138963456431
1,2.438253277535047
1,2.6398414640282257
1,2.470191858363964
1,2.3137522305051172
1,2.229689086940018
1,2.365188533460796
1,2.5862039179499803
1,2.1789848005383785
1,2.543711420368046
1,2.3077526210664745
1,2.492608086401608
1,2.319542681855526
1,2.2232620889553427
1,2.3116462496931605
1,2.4431856275106423
1,2.330103224682707
1,2.394279474722247
1,2.369748010050842
1,2.5625506514917817
1,2.514802169079272
1,2.3436034643933676
1,2.473901530425718
1,2.268873198638465
1,2.410586398575022
1,2.5808502833545193
1,2.273670359652349
1,2.5925550057939644
1,2.5014114432903276
1,2.3115590334095057
1,2.1728607602256016
1,2.607582944854041
1,2.431750322686015
1,2.1812971561210084
1,2.531915428987438
1,2.425203941702978
1,2.4450736364289716
1,2.4334852341959294
1,2.4436166007333555
1,2.3933608292439423
1,2.304982730493493
1,2.4260484701282756
1,2.16611555681263
1,2.233129109854247
1,2.5938775597349717
1,2.6567533486559807
1,2.3481607560685736
1,2.4040936860508286
1,2.2240908465459746
1,2.3888633249985882
1,2.5339181707821616
1,2.1999286980867243
1,2.3741244785455926
1,2.292891152789745
1,2.1940220275160978
1,2.5039612026083393
1,2.2651898474263334
1,2.4144838397532906
1,2.5226347280050114
1,2.4019749021857457
1,2.3754533467860304
1,2.49290212623305
1,2.40512248960337
1,2.540899686386148
1,2.2496460748205243
1,2.315245413122212
1,2.3637265785643633
1,2.436157304316165
1,2.0388370469562247
1,2.37208653174747
1,2.2670262388832016
1,2.2811268758732104
1,2.4328040990976296
1,2.5397227779357605
1,2.3329637977016686
1,2.3691175538936013
1,2.423155027626617
