offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.600000000000000000e+03,2.000000000000000000e+02,-1.683827884846459710e+01,-1.683827884846459710e+01,-2.537871747861281619e+03,-2.537871747861281619e+03,-2.428788333061592031e+00,-2.530461400247451365e+03,-1.334966070854994769e+01,-1.334966070854994769e+01,-2.428109582898466012e+00
3.563819095477386782e+03,2.000000000000000000e+02,-1.683785320773722560e+01,-1.683785320773722560e+01,-2.537871223274779823e+03,-2.537871223274779823e+03,-2.429505361515268635e+00,-2.530462583673450808e+03,-1.334931730328571575e+01,-1.334931730328571575e+01,-2.428796393424545119e+00
3.527638190954774018e+03,2.000000000000000000e+02,-1.683741426318420054e+01,-1.683741426318420054e+01,-2.537870678757069982e+03,-2.537870678757069982e+03,-2.430245245925479303e+00,-2.530463810713567909e+03,-1.334896332275957320e+01,-1.334896332275957320e+01,-2.429504354481032191e+00
3.491457286432160799e+03,2.000000000000000000e+02,-1.683696145514613818e+01,-1.683696145514613818e+01,-2.537870113289387973e+03,-2.537870113289387973e+03,-2.431008979628969779e+00,-2.530465083531297296e+03,-1.334859832872825791e+01,-1.334859832872825791e+01,-2.430234342543711623e+00
3.455276381909547581e+03,2.000000000000000000e+02,-1.683649419424682492e+01,-1.683649419424682492e+01,-2.537869525787325983e+03,-2.537869525787325983e+03,-2.431797611221660826e+00,-2.530466404425632845e+03,-1.334822186004475952e+01,-1.334822186004475952e+01,-2.430987279912395049e+00
3.419095477386935272e+03,2.000000000000000000e+02,-1.683601185949282808e+01,-1.683601185949282808e+01,-2.537868915095654302e+03,-2.537868915095654302e+03,-2.432612248347618689e+00,-2.530467775841357707e+03,-1.334783343119295296e+01,-1.334783343119295296e+01,-2.431764137612930199e+00
3.382914572864321599e+03,2.000000000000000000e+02,-1.683551379622394961e+01,-1.683551379622394961e+01,-2.537868279982745662e+03,-2.537868279982745662e+03,-2.433454061790553347e+00,-2.530469200380260645e+03,-1.334743253073975211e+01,-1.334743253073975211e+01,-2.432565938515239168e+00
3.346733668341708380e+03,2.000000000000000000e+02,-1.683499931388723780e+01,-1.683499931388723780e+01,-2.537867619134484812e+03,-2.537867619134484812e+03,-2.434324289904745253e+00,-2.530470680813363288e+03,-1.334701861965913849e+01,-1.334701861965913849e+01,-2.433393760687041496e+00
3.310552763819095617e+03,2.000000000000000000e+02,-1.683446768366093238e+01,-1.683446768366093238e+01,-2.537866931147500509e+03,-2.537866931147500509e+03,-2.435224243410800682e+00,-2.530472220094271506e+03,-1.334659112949793780e+01,-1.334659112949793780e+01,-2.434248741002383198e+00
3.274371859296482398e+03,2.000000000000000000e+02,-1.683391813588696095e+01,-1.683391813588696095e+01,-2.537866214521913207e+03,-2.537866214521913207e+03,-2.436155310623411285e+00,-2.530473821373775991e+03,-1.334614946048623096e+01,-1.334614946048623096e+01,-2.435132079028590191e+00
3.238190954773869635e+03,2.000000000000000000e+02,-1.683334985729743494e+01,-1.683334985729743494e+01,-2.537865467653242376e+03,-2.537865467653242376e+03,-2.437118963092869794e+00,-2.530475488015825249e+03,-1.334569297939287935e+01,-1.334569297939287935e+01,-2.436045041215658458e+00
3.202010050251256416e+03,2.000000000000000000e+02,-1.683276198800876955e+01,-1.683276198800876955e+01,-2.537864688823590768e+03,-2.537864688823590768e+03,-2.438116761780783737e+00,-2.530477223615022012e+03,-1.334522101729214683e+01,-1.334522101729214683e+01,-2.436988965415542996e+00
3.165829145728643198e+03,2.000000000000000000e+02,-1.683215361830207257e+01,-1.683215361830207257e+01,-2.537863876191907366e+03,-2.537863876191907366e+03,-2.439150363750418382e+00,-2.530479032015830853e+03,-1.334473286711772744e+01,-1.334473286711772744e+01,-2.437965265761236289e+00
3.129648241206030434e+03,2.000000000000000000e+02,-1.683152378510339986e+01,-1.683152378510339986e+01,-2.537863027783335383e+03,-2.537863027783335383e+03,-2.440221529476000129e+00,-2.530480917333642992e+03,-1.334422778103180462e+01,-1.334422778103180462e+01,-2.438975437938777802e+00
3.093467336683417216e+03,2.000000000000000000e+02,-1.683087146820480484e+01,-1.683087146820480484e+01,-2.537862141477392470e+03,-2.537862141477392470e+03,-2.441332130818195889e+00,-2.530482883977979782e+03,-1.334370496755491331e+01,-1.334370496755491331e+01,-2.440021064888659996e+00
3.057286432160803997e+03,2.000000000000000000e+02,-1.683019558614614652e+01,-1.683019558614614652e+01,-2.537861214994990405e+03,-2.537861214994990405e+03,-2.442484159724790604e+00,-2.530484936678008125e+03,-1.334316358851174300e+01,-1.334316358851174300e+01,-2.441103822977084725e+00
