param,fitval,fiterror
pB,0.02000,0.00000
pC,0.00000,0.00000
dwB,-2.21739,0.08680
dwC,-0.00000,0.00000
kexAB,34.46588,9.95358
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,1.24577,0.00941
R2,5.53949,0.31318
rchi2,35.32053,0.0
