param,fitval,fiterror
pB,0.00050,0.00000
pC,0.00000,0.00000
dwB,3.84313,0.19169
dwC,0.00000,0.00000
kexAB,594.59977,231.20615
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.70760,0.00356
R2,20.01480,0.17494
rchi2,21.74002,0.0
