param,fitval,fiterror
pB,0.00050,0.00000
pC,0.00000,0.00000
dwB,3.96703,0.49077
dwC,0.00000,0.00000
kexAB,594.59977,231.20615
kexAC,-0.00000,0.00000
kexBC,0.00000,0.00000
R1,2.31422,0.01652
R2,13.17650,0.35501
rchi2,21.74002,0.0
