Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
G_C8_Off,1,199,192,7,46.526967885268554,0.24232795773577373,0.9882046684001582,0.9877723787603735,-274.6148849833086,-252.14813864479217,46.52696788526855,3944.5239408015236,0.4922681766433553
