Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
G_C8_Off,1,190,182,8,42.3533873063807,0.23271091926582801,0.9883768421764205,0.9878631114438866,-268.3897973109511,-243.20918484416444,42.353387306380704,3643.8795677763133,0.48240120155927063
