Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
g10c1p,1,180,173,7,1017.0519430609628,5.878912965670305,0.849718363058414,0.8436022499270703,326.3583541465489,348.0578893120827,1017.0519430609629,6767.639505126548,2.4246469775351436
