offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
2.600000000000000000e+03,1.500000000000000000e+02,-2.218065005586504412e+01,-2.218065005586504412e+01,-1.184528290348339397e+02,-1.184528290348339397e+02,-2.099740123303126893e+01,-2.099740123303126893e+01,-1.032593326618273295e+02,-4.600383156782318572e+00,-4.600161533939111536e+00
2.573869346733668408e+03,1.500000000000000000e+02,-2.218009384591550770e+01,-2.218009384591550770e+01,-1.184520488514581302e+02,-1.184520488514581302e+02,-1.032608857707820249e+02,-2.099684530411104788e+01,-2.099684530411104788e+01,-4.601502834470900360e+00,-4.601273391777433552e+00
2.547738693467336816e+03,1.500000000000000000e+02,-2.217952051263046087e+01,-2.217952051263046087e+01,-1.184512417241035109e+02,-1.184512417241035109e+02,-1.032624924160188868e+02,-2.099627226092889032e+01,-2.099627226092889032e+01,-4.602657110511624516e+00,-4.602419478146300591e+00
2.521608040201005224e+03,1.500000000000000000e+02,-2.217892934670726390e+01,-2.217892934670726390e+01,-1.184504063995359502e+02,-1.184504063995359502e+02,-4.603847424722714798e+00,-1.032641550827896850e+02,-2.099568139456505378e+01,-2.099568139456505378e+01,-4.603601210868900395e+00
2.495477386934673177e+03,1.500000000000000000e+02,-2.217831960177227302e+01,-2.217831960177227302e+01,-1.184495415509218219e+02,-1.184495415509218219e+02,-1.032658764020197566e+02,-2.099507195907119694e+01,-2.099507195907119694e+01,-4.605075292590748326e+00,-4.604820081856692227e+00
2.469346733668341585e+03,1.500000000000000000e+02,-2.217769049204162002e+01,-2.217769049204162002e+01,-1.184486457725870423e+02,-1.184486457725870423e+02,-1.032676591606562795e+02,-2.099444316910035013e+01,-2.099444316910035013e+01,-4.606342310093689107e+00,-4.606077661798310352e+00
2.443216080402009993e+03,1.500000000000000000e+02,-2.217704118980054773e+01,-2.217704118980054773e+01,-1.184477175743127191e+02,-1.184477175743127191e+02,-4.607650158884655234e+00,-1.032695063128887227e+02,-2.099379419740125741e+01,-2.099379419740125741e+01,-4.607375605197889357e+00
2.417085427135678401e+03,1.500000000000000000e+02,-2.217637082269084203e+01,-2.217637082269084203e+01,-1.184467553752194817e+02,-1.184467553752194817e+02,-4.609000611871357123e+00,-1.032714209923150150e+02,-2.099312417210194326e+01,-2.099312417210194326e+01,-4.608715655792849475e+00
2.390954773869346809e+03,1.500000000000000000e+02,-2.217567847079180865e+01,-2.217567847079180865e+01,-1.184457574970192582e+02,-1.184457574970192582e+02,-1.032734065251547975e+02,-2.099243217380808346e+01,-2.099243217380808346e+01,-4.610395539223117289e+00,-4.610099652384170632e+00
2.364824120603015217e+03,1.500000000000000000e+02,-2.217496316348751861e+01,-2.217496316348751861e+01,-1.184447221567843371e+02,-1.184447221567843371e+02,-1.032754664446080710e+02,-2.099171723244262466e+01,-2.099171723244262466e+01,-4.611836914844023916e+00,-4.611529535115304057e+00
2.338693467336683170e+03,1.500000000000000000e+02,-2.217422387606848133e+01,-2.217422387606848133e+01,-1.184436474590156649e+02,-1.184436474590156649e+02,-1.032776045064783261e+02,-2.099097832388133611e+01,-2.099097832388133611e+01,-4.613326823355439643e+00,-4.613007352239672620e+00
2.312562814070351578e+03,1.500000000000000000e+02,-2.217345952609002779e+01,-2.217345952609002779e+01,-1.184425313870028731e+02,-1.184425313870028731e+02,-4.614867467632177700e+00,-1.032798247061816141e+02,-2.099021436628981974e+01,-2.099021436628981974e+01,-4.614535267420562192e+00
2.286432160804019986e+03,1.500000000000000000e+02,-1.184413717934567103e+02,-1.184413717934567103e+02,-2.217266896942510357e+01,-2.217266896942510357e+01,-1.032821312972950523e+02,-4.616461176945178657e+00,-2.098942421619449306e+01,-2.098942421619449306e+01,-4.616115567611698722e+00
2.260301507537688394e+03,1.500000000000000000e+02,-2.217185099599601017e+01,-2.217185099599601017e+01,-1.184401663902240216e+02,-1.184401663902240216e+02,-4.618110415764936860e+00,-1.032845288117924269e+02,-2.098860666421421683e+01,-2.098860666421421683e+01,-4.617750671571798193e+00
2.234170854271356802e+03,1.500000000000000000e+02,-2.217100432519282549e+01,-2.217100432519282549e+01,-1.184389127370877759e+02,-1.184389127370877759e+02,-4.619817793288877539e+00,-1.032870220821560991e+02,-2.098776043046427731e+01,-2.098776043046427731e+01,-4.619443139072362037e+00
2.208040201005025210e+03,1.500000000000000000e+02,-2.217012760085344780e+01,-2.217012760085344780e+01,-1.184376082294857895e+02,-1.184376082294857895e+02,-1.032896162655570294e+02,-2.098688415956769404e+01,-2.098688415956769404e+01,-4.621586073763138458e+00,-4.621195680863197097e+00
