Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
A16_C8_Off,1,95,91,4,109.14458259697557,1.199391017549182,0.9917261980131277,0.9913584734803778,21.630117408872604,31.401180530830324,109.1445825969756,13191.587467303481,1.095167118548207
