Date : 9/26/2019	Time : 18:56:44	
C:\UVWINLAB\DNA121U1.SP	
25.00	0.5877
25.20	0.5878
25.40	0.5877
25.60	0.5877
25.80	0.5878
26.00	0.5879
26.20	0.5879
26.40	0.5879
26.60	0.5881
26.80	0.5883
27.00	0.5882
27.20	0.5883
27.40	0.5886
27.60	0.5887
27.80	0.5889
28.00	0.5889
28.20	0.5891
28.40	0.5893
28.60	0.5893
28.80	0.5895
29.00	0.5895
29.20	0.5899
29.40	0.5899
29.60	0.5901
29.80	0.5904
30.00	0.5904
30.20	0.5906
30.40	0.5907
30.60	0.5910
30.90	0.5911
31.10	0.5911
31.30	0.5918
31.50	0.5918
31.70	0.5921
31.90	0.5921
32.10	0.5924
32.40	0.5928
32.60	0.5930
32.90	0.5931
33.10	0.5931
33.40	0.5936
33.60	0.5937
33.90	0.5942
34.10	0.5944
34.40	0.5947
34.60	0.5949
34.90	0.5953
35.10	0.5953
35.40	0.5959
35.60	0.5963
35.90	0.5968
36.10	0.5971
36.40	0.5975
36.60	0.5979
36.90	0.5987
37.10	0.5987
37.40	0.5994
37.60	0.5998
37.90	0.6004
38.10	0.6007
38.40	0.6013
38.60	0.6018
38.90	0.6025
39.10	0.6025
39.40	0.6035
39.60	0.6036
39.90	0.6044
40.10	0.6046
40.40	0.6051
40.60	0.6057
40.90	0.6066
41.10	0.6066
41.40	0.6082
41.60	0.6086
41.90	0.6096
42.10	0.6101
42.40	0.6113
42.60	0.6119
42.90	0.6127
43.10	0.6127
43.40	0.6143
43.60	0.6150
43.90	0.6154
44.10	0.6159
44.40	0.6172
44.60	0.6178
44.90	0.6192
45.10	0.6192
45.40	0.6213
45.60	0.6220
45.90	0.6229
46.10	0.6238
46.40	0.6251
46.60	0.6258
46.90	0.6270
47.10	0.6270
47.40	0.6291
47.60	0.6298
47.90	0.6309
48.10	0.6317
48.40	0.6329
48.60	0.6336
48.90	0.6347
49.10	0.6347
49.40	0.6367
49.60	0.6374
49.90	0.6385
50.10	0.6392
50.40	0.6404
50.60	0.6412
50.90	0.6422
51.10	0.6422
51.40	0.6438
51.60	0.6446
51.90	0.6454
52.10	0.6460
52.40	0.6471
52.60	0.6475
52.90	0.6484
53.10	0.6484
53.40	0.6499
53.60	0.6504
53.90	0.6509
54.10	0.6516
54.40	0.6523
54.60	0.6526
54.90	0.6533
55.10	0.6533
55.40	0.6545
55.60	0.6550
55.90	0.6557
56.10	0.6560
56.40	0.6564
56.60	0.6568
56.90	0.6575
57.10	0.6575
57.40	0.6582
57.60	0.6585
57.90	0.6590
58.10	0.6594
58.40	0.6599
58.60	0.6601
58.90	0.6607
59.10	0.6607
59.40	0.6615
59.60	0.6618
59.90	0.6624
60.10	0.6626
60.40	0.6629
60.60	0.6631
60.90	0.6636
61.10	0.6636
61.40	0.6643
61.60	0.6644
61.90	0.6647
62.10	0.6650
62.40	0.6654
62.60	0.6657
62.90	0.6661
63.10	0.6661
63.40	0.6666
63.60	0.6669
63.90	0.6675
64.10	0.6676
64.30	0.6678
64.50	0.6683
64.70	0.6683
64.90	0.6688
65.20	0.6690
65.40	0.6693
65.70	0.6695
65.90	0.6697
66.20	0.6701
66.40	0.6704
66.70	0.6708
66.90	0.6708
67.20	0.6713
67.40	0.6715
67.70	0.6717
67.90	0.6717
68.20	0.6721
68.40	0.6724
68.70	0.6728
68.90	0.6729
69.20	0.6731
69.40	0.6736
69.70	0.6739
69.90	0.6739
70.20	0.6743
70.40	0.6747
70.70	0.6749
70.90	0.6751
71.20	0.6756
71.40	0.6760
71.70	0.6760
71.90	0.6760
72.20	0.6763
72.40	0.6766
72.70	0.6768
72.90	0.6770
73.20	0.6775
73.40	0.6775
73.70	0.6779
73.90	0.6779
74.20	0.6780
74.40	0.6782
74.70	0.6786
74.90	0.6787
75.20	0.6790
75.40	0.6789
75.70	0.6793
75.90	0.6793
76.20	0.6797
76.40	0.6799
76.70	0.6802
76.90	0.6804
77.20	0.6804
77.40	0.6809
77.70	0.6811
77.90	0.6811
78.20	0.6817
78.40	0.6820
78.70	0.6821
78.90	0.6821
79.20	0.6824
79.40	0.6825
79.70	0.6826
79.90	0.6826
80.20	0.6832
80.40	0.6834
80.70	0.6837
80.90	0.6836
81.20	0.6837
81.40	0.6838
81.70	0.6840
81.90	0.6840
82.20	0.6844
82.40	0.6847
82.70	0.6848
82.90	0.6848
83.20	0.6850
83.40	0.6852
83.70	0.6854
83.90	0.6854
84.20	0.6856
84.40	0.6856
84.70	0.6858
