Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,150,0.0,1.0,0.0150651516822,1.0,0.0150651516822
1400,0,150,0.007,0.8011,0.0150651516822,0.8011,0.0188055819276
1400,0,150,0.014,0.6648,0.0150651516822,0.6648,0.022661178824
1400,0,150,0.021,0.5409,0.0150651516822,0.5409,0.0278520090261
1400,0,150,0.028,0.4507,0.0150651516822,0.4507,0.0334261186648
1400,0,150,0.035,0.3615,0.0150651516822,0.3615,0.0416740018872
1400,0,150,0.042,0.3009,0.0150651516822,0.3009,0.05006697136
1401,0,200,0.0,1.0,0.0148057531257,1.0,0.0148057531257
1401,0,200,0.007,0.8002,0.0148057531257,0.8002,0.0185025657656
1401,0,200,0.014,0.6633,0.0148057531257,0.6633,0.0223213525187
1401,0,200,0.021,0.5515,0.0148057531257,0.5515,0.0268463338634
1401,0,200,0.028,0.4551,0.0148057531257,0.4551,0.0325329666571
1401,0,200,0.035,0.3695,0.0148057531257,0.3695,0.0400696972277
1401,0,200,0.042,0.3065,0.0148057531257,0.3065,0.0483058829548
1402,0,250,0.0,1.0,0.0131315054759,1.0,0.0131315054759
1402,0,250,0.007,0.8165,0.0131315054759,0.8165,0.0160826766392
1402,0,250,0.014,0.689,0.0131315054759,0.689,0.0190587887894
1402,0,250,0.021,0.5537,0.0131315054759,0.5537,0.0237159210329
1402,0,250,0.028,0.4671,0.0131315054759,0.4671,0.0281128355296
1402,0,250,0.035,0.3864,0.0131315054759,0.3864,0.0339842274221
1402,0,250,0.042,0.3181,0.0131315054759,0.3181,0.0412810609113
1403,0,300,0.0,1.0,0.0100627856287,1.0,0.0100627856287
1403,0,300,0.007,0.8352,0.0100627856287,0.8352,0.0120483544404
1403,0,300,0.014,0.6837,0.0100627856287,0.6837,0.014718130216
1403,0,300,0.021,0.5612,0.0100627856287,0.5612,0.0179308368294
1403,0,300,0.028,0.4627,0.0100627856287,0.4627,0.0217479698047
1403,0,300,0.035,0.3938,0.0100627856287,0.3938,0.0255530361317
1403,0,300,0.042,0.3227,0.0100627856287,0.3227,0.0311830977027
1404,0,400,0.0,1.0,0.0101247991639,1.0,0.0101247991639
1404,0,400,0.007,0.8235,0.0101247991639,0.8235,0.0122948380861
1404,0,400,0.014,0.6759,0.0101247991639,0.6759,0.0149797294924
1404,0,400,0.021,0.5665,0.0101247991639,0.5665,0.0178725492743
1404,0,400,0.028,0.4687,0.0101247991639,0.4687,0.0216018757498
1404,0,400,0.035,0.3874,0.0101247991639,0.3874,0.0261352585542
1404,0,400,0.042,0.3285,0.0101247991639,0.3285,0.030821306435
1405,0,500,0.0,1.0,0.0102092117692,1.0,0.0102092117692
1405,0,500,0.007,0.8225,0.0102092117692,0.8225,0.0124124155248
1405,0,500,0.014,0.688,0.0102092117692,0.688,0.0148389705947
1405,0,500,0.021,0.5557,0.0102092117692,0.5557,0.0183718045153
1405,0,500,0.028,0.4788,0.0102092117692,0.4788,0.0213224974293
1405,0,500,0.035,0.3912,0.0102092117692,0.3912,0.0260971670991
1405,0,500,0.042,0.3263,0.0102092117692,0.3263,0.0312878080575
1406,0,600,0.0,1.0,0.0135301781214,1.0,0.0135301781214
1406,0,600,0.007,0.8258,0.0135301781214,0.8258,0.0163843280714
1406,0,600,0.014,0.6906,0.0135301781214,0.6906,0.0195919173492
1406,0,600,0.021,0.5793,0.0135301781214,0.5793,0.0233560816872
1406,0,600,0.028,0.4873,0.0135301781214,0.4873,0.0277656025474
1406,0,600,0.035,0.3995,0.0135301781214,0.3995,0.0338677800285
1406,0,600,0.042,0.3284,0.0135301781214,0.3284,0.0412002987861
1407,0,700,0.0,1.0,0.0119170924623,1.0,0.0119170924623
1407,0,700,0.007,0.8308,0.0119170924623,0.8308,0.0143441170706
1407,0,700,0.014,0.702,0.0119170924623,0.702,0.0169759151884
1407,0,700,0.021,0.5737,0.0119170924623,0.5737,0.0207723417505
1407,0,700,0.028,0.494,0.0119170924623,0.494,0.024123668952
1407,0,700,0.035,0.4016,0.0119170924623,0.4016,0.0296740350157
1407,0,700,0.042,0.336,0.0119170924623,0.336,0.0354675370901
1408,0,900,0.0,1.0,0.0108701019573,1.0,0.0108701019573
1408,0,900,0.007,0.8339,0.0108701019573,0.8339,0.013035258373
1408,0,900,0.014,0.6906,0.0108701019573,0.6906,0.0157400839231
1408,0,900,0.021,0.5819,0.0108701019573,0.5819,0.0186803608133
1408,0,900,0.028,0.4971,0.0108701019573,0.4971,0.0218670327042
1408,0,900,0.035,0.4168,0.0108701019573,0.4168,0.0260798991297
1408,0,900,0.042,0.3522,0.0108701019573,0.3522,0.0308634354266
1409,0,1000,0.0,1.0,0.00992280604481,1.0,0.00992280604481
