offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.700000000000000000e+03,1.500000000000000000e+02,-1.506832226729193280e+01,-1.506832226729193280e+01,-2.189720653752797716e+03,-2.189720653752797716e+03,-2.177446753179834271e+00,-2.179129155206642736e+03,-1.392494426290636511e+01,-1.392494426290636511e+01,-2.177342474190627097e+00
3.662814070351758801e+03,1.500000000000000000e+02,-1.506811388730943690e+01,-1.506811388730943690e+01,-2.189720323305815782e+03,-2.189720323305815782e+03,-2.177845074756006749e+00,-2.179129834538994146e+03,-1.392474741985006403e+01,-1.392474741985006403e+01,-2.177736160301329882e+00
3.625628140703517602e+03,1.500000000000000000e+02,-1.506789905012647068e+01,-1.506789905012647068e+01,-2.189719980510959886e+03,-2.189719980510959886e+03,-2.178255805989041782e+00,-2.179130539071837575e+03,-1.392454450287823420e+01,-1.392454450287823420e+01,-2.178141994242556834e+00
3.588442211055276402e+03,1.500000000000000000e+02,-1.506767748630977621e+01,-1.506767748630977621e+01,-2.189719624746055160e+03,-2.189719624746055160e+03,-2.178679469545418801e+00,-2.179131270065726312e+03,-1.392433525965225272e+01,-1.392433525965225272e+01,-2.178560480694481605e+00
3.551256281407035203e+03,1.500000000000000000e+02,-1.506744891223297600e+01,-1.506744891223297600e+01,-2.189719255349280957e+03,-2.189719255349280957e+03,-2.179116616023302644e+00,-2.179132028860944956e+03,-1.392411942459716556e+01,-1.392411942459716556e+01,-2.178992150804661687e+00
3.514070351758794004e+03,1.500000000000000000e+02,-1.506721302916434979e+01,-1.506721302916434979e+01,-2.189718871616138131e+03,-2.189718871616138131e+03,-2.179567825764538558e+00,-2.179132816883624855e+03,-1.392389671806449769e+01,-1.392389671806449769e+01,-2.179437563870375794e+00
3.476884422110552805e+03,1.500000000000000000e+02,-1.506696952229731323e+01,-1.506696952229731323e+01,-2.189718472796072547e+03,-2.189718472796072547e+03,-2.180033710816946524e+00,-2.179133635652436169e+03,-1.392366684542685107e+01,-1.392366684542685107e+01,-2.179897309146892059e+00
3.439698492462311606e+03,1.500000000000000000e+02,-1.506671805971564027e+01,-1.506671805971564027e+01,-2.189718058088829821e+03,-2.189718058088829821e+03,-2.180514917049629631e+00,-2.179134486785867466e+03,-1.392342949610520009e+01,-1.392342949610520009e+01,-2.180372007792596101e+00
3.402512562814070407e+03,1.500000000000000000e+02,-1.506645829122317082e+01,-1.506645829122317082e+01,-2.189717626640468552e+03,-2.189717626640468552e+03,-2.181012126427321451e+00,-2.179135372010194260e+03,-1.392318434251865256e+01,-1.392318434251865256e+01,-2.180862314963059045e+00
3.365326633165829207e+03,1.500000000000000000e+02,-1.506618984718011234e+01,-1.506618984718011234e+01,-2.189717177538965188e+03,-2.189717177538965188e+03,-2.181526059482527646e+00,-2.179136293168218799e+03,-1.392293103896372486e+01,-1.392293103896372486e+01,-2.181368922067069338e+00
3.328140703517588008e+03,1.500000000000000000e+02,-1.506591233715994349e+01,-1.506591233715994349e+01,-2.189716709809447366e+03,-2.189716709809447366e+03,-2.182057477969297388e+00,-2.179137252228801117e+03,-1.392266922040016652e+01,-1.392266922040016652e+01,-2.181892559199137160e+00
3.290954773869346809e+03,1.500000000000000000e+02,-1.506562534853128454e+01,-1.506562534853128454e+01,-2.189716222408912017e+03,-2.189716222408912017e+03,-2.182607187748456745e+00,-2.179138251297355509e+03,-1.392239850111945998e+01,-1.392239850111945998e+01,-2.182433997764472444e+00
3.253768844221105610e+03,1.500000000000000000e+02,-1.506532844493835910e+01,-1.506532844493835910e+01,-2.189715714220428708e+03,-2.189715714220428708e+03,-2.183176041908140075e+00,-2.179139292627361556e+03,-1.392211847334056074e+01,-1.392211847334056074e+01,-2.182994053314026406e+00
