r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.158019,2.158019,150.88,0.0,0.0,0.0,4.113307,0.0,0.0,0.0,0.0,13.934606,13.934606,0.000689,2.158019,13.934606,0.0,0.0,auto,2176.943364,0.0,0.0
