Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,150,0.0,1.0,0.0082698169076,1.0,0.0082698169076
1400,0,150,0.005,0.8162,0.0082698169076,0.8162,0.0101320961867
1400,0,150,0.01,0.7102,0.0082698169076,0.7102,0.0116443493489
1400,0,150,0.015,0.5932,0.0082698169076,0.5932,0.0139410264794
1400,0,150,0.02,0.5101,0.0082698169076,0.5101,0.0162121484172
1400,0,150,0.025,0.4313,0.0082698169076,0.4313,0.0191741639406
1400,0,150,0.03,0.3512,0.0082698169076,0.3512,0.0235473146572
1401,0,200,0.0,1.0,0.00833834611981,1.0,0.00833834611981
1401,0,200,0.005,0.8051,0.00833834611981,0.8051,0.0103569073653
1401,0,200,0.01,0.6869,0.00833834611981,0.6869,0.0121390975685
1401,0,200,0.015,0.5818,0.00833834611981,0.5818,0.0143319802678
1401,0,200,0.02,0.5016,0.00833834611981,0.5016,0.0166234970491
1401,0,200,0.025,0.4222,0.00833834611981,0.4222,0.019749753955
1401,0,200,0.03,0.3533,0.00833834611981,0.3533,0.0236013193315
1402,0,250,0.0,1.0,0.00907419352045,1.0,0.00907419352045
1402,0,250,0.005,0.8322,0.00907419352045,0.8322,0.0109038614762
1402,0,250,0.01,0.7058,0.00907419352045,0.7058,0.0128566074248
1402,0,250,0.015,0.6024,0.00907419352045,0.6024,0.0150634022584
1402,0,250,0.02,0.508,0.00907419352045,0.508,0.0178625856702
1402,0,250,0.025,0.4258,0.00907419352045,0.4258,0.0213109288879
1402,0,250,0.03,0.3666,0.00907419352045,0.3666,0.0247523009287
1403,0,300,0.0,1.0,0.00828104397285,1.0,0.00828104397285
1403,0,300,0.005,0.817,0.00828104397285,0.817,0.0101359167354
1403,0,300,0.01,0.6986,0.00828104397285,0.6986,0.0118537703591
1403,0,300,0.015,0.6161,0.00828104397285,0.6161,0.0134410712106
1403,0,300,0.02,0.5192,0.00828104397285,0.5192,0.0159496224439
1403,0,300,0.025,0.4556,0.00828104397285,0.4556,0.018176128123
1403,0,300,0.03,0.3732,0.00828104397285,0.3732,0.0221892925318
1404,0,400,0.0,1.0,0.00794324226196,1.0,0.00794324226196
1404,0,400,0.005,0.822,0.00794324226196,0.822,0.00966331175421
1404,0,400,0.01,0.7096,0.00794324226196,0.7096,0.0111939716206
1404,0,400,0.015,0.631,0.00794324226196,0.631,0.0125883395594
1404,0,400,0.02,0.5362,0.00794324226196,0.5362,0.0148139542372
1404,0,400,0.025,0.45,0.00794324226196,0.45,0.017651649471
1404,0,400,0.03,0.3828,0.00794324226196,0.3828,0.0207503716352
1405,0,500,0.0,1.0,0.00864262262142,1.0,0.00864262262142
1405,0,500,0.005,0.8439,0.00864262262142,0.8439,0.0102412876187
1405,0,500,0.01,0.741,0.00864262262142,0.741,0.0116634583285
1405,0,500,0.015,0.6463,0.00864262262142,0.6463,0.0133724626666
1405,0,500,0.02,0.5433,0.00864262262142,0.5433,0.0159076433304
1405,0,500,0.025,0.4923,0.00864262262142,0.4923,0.017555601506
1405,0,500,0.03,0.4244,0.00864262262142,0.4244,0.0203643322842
1406,0,600,0.0,1.0,0.00730241178781,1.0,0.00730241178781
1406,0,600,0.005,0.8654,0.00730241178781,0.8654,0.00843819249805
1406,0,600,0.01,0.7622,0.00730241178781,0.7622,0.00958070294911
1406,0,600,0.015,0.672,0.00730241178781,0.672,0.010866684208
1406,0,600,0.02,0.5686,0.00730241178781,0.5686,0.0128427924513
1406,0,600,0.025,0.5026,0.00730241178781,0.5026,0.0145292713645
1406,0,600,0.03,0.4407,0.00730241178781,0.4407,0.016570029017
1407,0,700,0.0,1.0,0.00876058527517,1.0,0.00876058527517
1407,0,700,0.005,0.8712,0.00876058527517,0.8712,0.0100557682222
1407,0,700,0.01,0.7557,0.00876058527517,0.7557,0.0115926760291
1407,0,700,0.015,0.6658,0.00876058527517,0.6658,0.013157983291
1407,0,700,0.02,0.5837,0.00876058527517,0.5837,0.0150087121384
1407,0,700,0.025,0.5105,0.00876058527517,0.5105,0.0171607938789
1407,0,700,0.03,0.4446,0.00876058527517,0.4446,0.019704420322
1408,0,900,0.0,1.0,0.008875461387,1.0,0.008875461387
1408,0,900,0.005,0.8684,0.008875461387,0.8684,0.0102204760329
1408,0,900,0.01,0.7736,0.008875461387,0.7736,0.0114729335406
1408,0,900,0.015,0.7026,0.008875461387,0.7026,0.0126323105423
1408,0,900,0.02,0.6184,0.008875461387,0.6184,0.0143522984913
1408,0,900,0.025,0.552,0.008875461387,0.552,0.0160787343967
1408,0,900,0.03,0.493,0.008875461387,0.493,0.0180029642738
1409,0,1000,0.0,1.0,0.00922099821556,1.0,0.00922099821556
1409,0,1000,0.005,0.8572,0.00922099821556,0.8572,0.0107571141105
