r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.650991,1.650991,150.78419,0.0,0.0,0.0,2.957334,0.0,0.0,0.0,0.0,37.254744,37.254744,0.002865,1.650991,37.254744,0.0,0.0,auto,4398.359271,0.0,0.0
