param,fitval,fiterror
pB,0.00300,0.00000
pC,0.00000,0.00000
dwB,-1.62420,0.10664
dwC,0.00000,0.00000
kexAB,310.94170,52.37105
kexAC,0.00000,0.00000
kexBC,0.00000,0.00000
R1,1.24542,0.00956
R2,5.03659,0.34974
rchi2,37.27689,0.0
