param,fitval,fiterror
pB,0.00300,0.00000
pC,0.00000,0.00000
dwB,2.80268,0.04651
dwC,0.00000,0.00000
kexAB,310.94170,52.37105
kexAC,-0.00000,0.00000
kexBC,-0.00000,0.00000
R1,3.34022,0.00500
R2,18.53178,0.23023
rchi2,37.27689,0.0
