Date : 9/6/2019	Time : 20:34:20	
C:\UVWINLAB\DNA141U1.SP	
53.00	0.6717
53.20	0.6723
53.50	0.6731
53.70	0.6731
54.00	0.6751
54.20	0.6756
54.50	0.6767
54.70	0.6776
55.00	0.6784
55.20	0.6794
55.50	0.6808
55.70	0.6808
56.00	0.6829
56.20	0.6841
56.50	0.6852
56.70	0.6863
57.00	0.6880
57.20	0.6888
57.50	0.6907
57.70	0.6907
58.00	0.6930
58.20	0.6944
58.50	0.6958
58.70	0.6972
59.00	0.6989
59.20	0.7000
59.50	0.7019
59.70	0.7019
60.00	0.7051
60.20	0.7059
60.50	0.7076
60.70	0.7091
61.00	0.7111
61.20	0.7124
61.50	0.7142
61.70	0.7142
62.00	0.7176
62.20	0.7183
62.50	0.7200
62.70	0.7213
63.00	0.7228
63.20	0.7242
63.50	0.7257
63.70	0.7257
64.00	0.7285
64.20	0.7291
64.40	0.7299
64.70	0.7315
64.90	0.7323
65.20	0.7335
65.40	0.7343
65.70	0.7355
65.90	0.7363
66.20	0.7372
66.40	0.7379
66.70	0.7389
66.90	0.7394
67.20	0.7403
67.40	0.7411
67.70	0.7424
67.90	0.7426
68.20	0.7437
68.40	0.7444
68.70	0.7447
68.90	0.7452
69.20	0.7458
69.40	0.7462
69.70	0.7468
69.90	0.7472
70.20	0.7482
70.40	0.7485
70.70	0.7488
70.90	0.7491
71.20	0.7496
71.40	0.7501
71.70	0.7507
71.90	0.7510
72.20	0.7513
72.40	0.7512
72.70	0.7518
72.90	0.7518
73.20	0.7527
73.40	0.7529
73.70	0.7533
73.90	0.7535
74.20	0.7536
74.40	0.7541
74.70	0.7543
74.90	0.7543
75.20	0.7551
75.40	0.7551
75.70	0.7555
75.90	0.7559
76.20	0.7561
76.40	0.7564
76.70	0.7567
76.90	0.7567
77.20	0.7573
77.40	0.7574
77.70	0.7577
77.90	0.7577
78.20	0.7582
78.40	0.7584
78.70	0.7586
78.90	0.7586
79.20	0.7594
79.40	0.7594
79.70	0.7598
79.90	0.7599
80.20	0.7600
80.40	0.7607
80.70	0.7609
80.90	0.7609
81.20	0.7618
81.40	0.7615
81.70	0.7613
81.90	0.7616
82.20	0.7619
82.40	0.7618
82.70	0.7620
82.90	0.7620
83.20	0.7622
83.40	0.7623
83.70	0.7623
83.90	0.7625
84.20	0.7626
84.40	0.7625
84.70	0.7627
84.90	0.7627
85.20	0.7633
85.40	0.7632
85.70	0.7633
85.90	0.7636
86.20	0.7640
86.40	0.7641
86.70	0.7644
86.90	0.7644
87.20	0.7647
87.40	0.7649
87.70	0.7650
87.90	0.7652
88.20	0.7654
88.40	0.7654
88.70	0.7657
88.90	0.7657
89.20	0.7662
89.40	0.7664
89.70	0.7665
89.90	0.7666
90.20	0.7669
90.40	0.7672
90.70	0.7674
90.90	0.7674
91.20	0.7681
91.40	0.7682
91.70	0.7682
91.90	0.7685
92.20	0.7687
92.40	0.7688
92.70	0.7691
92.90	0.7691
93.20	0.7698
93.40	0.7701
93.70	0.7702
93.90	0.7707
94.20	0.7708
94.40	0.7709
94.70	0.7712
94.90	0.7712
95.20	0.7718
95.40	0.7718
95.70	0.7720
95.90	0.7721
96.20	0.7726
96.40	0.7726
96.70	0.7729
96.90	0.7729
97.20	0.7732
