r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.277581,2.277581,150.7,0.0,0.0,0.0,2.442644,0.0,0.0,0.0,0.0,30.261117,30.261117,0.004983,2.277581,30.261117,0.0,0.0,auto,3430.038215,0.0,0.0
