r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
3.0,3.0,150.88,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,23.0,23.3,0.00717,3.0,23.3,0.0,0.0,auto,1766.0,0.0,0.0
