Date : 3/9/2018	Time : 01:03:27	
C:\UVWINLAB\DNA01U1.SP	
15.00	0.6436
15.50	0.6442
16.00	0.6447
16.50	0.6451
17.00	0.6452
17.50	0.6458
18.00	0.6463
18.50	0.6470
19.00	0.6475
19.50	0.6482
20.00	0.6481
20.50	0.6494
21.00	0.6499
21.50	0.6507
22.00	0.6508
22.50	0.6520
23.00	0.6526
23.50	0.6530
24.00	0.6543
24.50	0.6548
25.00	0.6553
25.50	0.6564
26.00	0.6571
26.50	0.6583
27.00	0.6595
27.50	0.6601
28.00	0.6613
28.50	0.6622
29.00	0.6633
29.50	0.6644
30.00	0.6653
30.50	0.6669
31.00	0.6676
31.50	0.6690
32.00	0.6706
32.50	0.6719
33.00	0.6737
33.50	0.6753
34.00	0.6769
34.50	0.6792
35.00	0.6805
35.50	0.6830
36.00	0.6858
36.50	0.6878
37.00	0.6906
37.50	0.6941
38.00	0.6969
38.50	0.6998
39.00	0.7035
39.50	0.7073
40.00	0.7096
40.50	0.7133
41.00	0.7181
41.50	0.7216
42.00	0.7264
42.50	0.7297
43.00	0.7336
43.50	0.7366
44.00	0.7409
44.50	0.7442
45.00	0.7460
45.50	0.7492
46.00	0.7518
46.50	0.7534
47.00	0.7558
47.50	0.7575
48.00	0.7591
48.50	0.7598
49.00	0.7612
49.50	0.7623
50.00	0.7632
50.50	0.7642
51.00	0.7643
51.50	0.7656
52.00	0.7663
52.50	0.7663
53.00	0.7662
53.50	0.7677
54.00	0.7675
54.50	0.7681
55.00	0.7687
55.50	0.7685
56.00	0.7690
56.50	0.7691
57.00	0.7700
57.50	0.7700
58.00	0.7704
58.50	0.7707
59.00	0.7708
59.50	0.7710
60.00	0.7709
60.50	0.7716
61.00	0.7730
61.50	0.7728
62.00	0.7734
62.50	0.7737
63.00	0.7740
63.50	0.7741
64.00	0.7743
64.50	0.7751
65.00	0.7754
65.50	0.7763
66.00	0.7761
66.50	0.7764
67.00	0.7762
67.50	0.7771
68.00	0.7776
68.50	0.7780
69.00	0.7785
69.50	0.7787
70.00	0.7790
Date : 3/9/2018	Time : 02:12:59	


Date : 3/9/2018	Time : 02:12:59	
C:\UVWINLAB\DNA01D1.SP	
70.00	0.7811
69.50	0.7817
69.00	0.7814
68.50	0.7814
68.00	0.7818
67.50	0.7818
67.00	0.7808
66.50	0.7806
66.00	0.7804
65.50	0.7800
65.00	0.7799
64.50	0.7799
64.00	0.7796
63.50	0.7795
63.00	0.7796
62.50	0.7792
62.00	0.7791
61.50	0.7792
61.00	0.7789
60.50	0.7786
60.00	0.7783
59.50	0.7781
59.00	0.7781
58.50	0.7774
58.00	0.7772
57.50	0.7782
57.00	0.7774
56.50	0.7775
56.00	0.7771
55.50	0.7767
55.00	0.7752
54.50	0.7753
54.00	0.7751
53.50	0.7744
53.00	0.7737
52.50	0.7728
52.00	0.7722
51.50	0.7716
51.00	0.7706
50.50	0.7701
50.00	0.7697
49.50	0.7680
49.00	0.7665
48.50	0.7649
48.00	0.7624
47.50	0.7602
47.00	0.7583
46.50	0.7549
46.00	0.7528
45.50	0.7500
45.00	0.7462
44.50	0.7425
44.00	0.7388
43.50	0.7348
43.00	0.7314
42.50	0.7278
42.00	0.7236
41.50	0.7199
41.00	0.7160
40.50	0.7132
40.00	0.7095
39.50	0.7066
39.00	0.7029
38.50	0.6993
38.00	0.6971
37.50	0.6944
37.00	0.6925
36.50	0.6899
36.00	0.6879
35.50	0.6859
35.00	0.6843
34.50	0.6826
34.00	0.6808
33.50	0.6797
33.00	0.6779
32.50	0.6762
32.00	0.6751
31.50	0.6738
31.00	0.6731
30.50	0.6721
30.00	0.6698
29.50	0.6692
29.00	0.6682
28.50	0.6673
28.00	0.6666
27.50	0.6653
27.00	0.6646
26.50	0.6632
26.00	0.6632
25.50	0.6618
25.00	0.6612
24.50	0.6607
24.00	0.6598
23.50	0.6590
23.00	0.6586
22.50	0.6582
22.00	0.6573
21.50	0.6570
21.00	0.6560
20.50	0.6558
20.00	0.6553
19.50	0.6548
19.00	0.6543
18.50	0.6543
18.00	0.6534
