Date : 3/6/2018	Time : 09:52:37	
C:\UVWINLAB\DNA181U1.SP	
15.00	0.6482
15.50	0.6492
16.00	0.6493
16.50	0.6502
17.00	0.6504
17.50	0.6506
18.00	0.6507
18.50	0.6516
19.00	0.6524
19.50	0.6528
20.00	0.6533
20.50	0.6544
21.00	0.6553
21.50	0.6553
22.00	0.6563
22.50	0.6567
23.00	0.6571
23.50	0.6582
24.00	0.6591
24.50	0.6594
25.00	0.6605
25.50	0.6616
26.00	0.6619
26.50	0.6634
27.00	0.6642
27.50	0.6650
28.00	0.6652
28.50	0.6667
29.00	0.6681
29.50	0.6691
30.00	0.6699
30.50	0.6713
31.00	0.6726
31.50	0.6734
32.00	0.6750
32.50	0.6771
33.00	0.6785
33.50	0.6800
34.00	0.6817
34.50	0.6838
35.00	0.6859
35.50	0.6878
36.00	0.6906
36.50	0.6929
37.00	0.6958
37.50	0.6993
38.00	0.7021
38.50	0.7051
39.00	0.7090
39.50	0.7124
40.00	0.7157
40.50	0.7174
41.00	0.7225
41.50	0.7269
42.00	0.7312
42.50	0.7352
43.00	0.7380
43.50	0.7420
44.00	0.7458
44.50	0.7483
45.00	0.7517
45.50	0.7539
46.00	0.7566
46.50	0.7585
47.00	0.7606
47.50	0.7621
48.00	0.7641
48.50	0.7651
49.00	0.7661
49.50	0.7675
50.00	0.7685
50.50	0.7695
51.00	0.7700
51.50	0.7707
52.00	0.7715
52.50	0.7712
53.00	0.7720
53.50	0.7728
54.00	0.7737
54.50	0.7744
55.00	0.7741
55.50	0.7746
56.00	0.7751
56.50	0.7755
57.00	0.7754
57.50	0.7762
58.00	0.7768
58.50	0.7769
59.00	0.7775
59.50	0.7774
60.00	0.7785
60.50	0.7785
61.00	0.7785
61.50	0.7792
62.00	0.7794
62.50	0.7800
63.00	0.7803
63.50	0.7804
64.00	0.7805
64.50	0.7809
65.00	0.7817
65.50	0.7817
66.00	0.7823
66.50	0.7825
67.00	0.7829
67.50	0.7836
68.00	0.7841
68.50	0.7847
69.00	0.7842
69.50	0.7849
70.00	0.7864
Date : 3/6/2018	Time : 11:14:32	


Date : 3/6/2018	Time : 11:14:32	
C:\UVWINLAB\DNA181D1.SP	
