r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.231441,1.231441,176.090091,0.0,0.0,0.0,4.355146,0.0,0.0,0.0,0.0,21.165476,21.165476,0.001368,1.231441,21.165476,0.0,0.0,auto,548.992307,0.0,0.0
