,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
0,0,0.512943871865,0.0008307234866080001,0.511278018669,0.00202532474219,-1000.0,10.0,0.2,0.5129240200114118
1,1,0.512834353264,0.0008307234866080001,0.510723653267,0.00202532474219,-922.2222,10.0,0.2,0.5128833192415161
2,2,0.513367699947,0.0008307234866080001,0.516080888083,0.00202532474219,-844.4445,10.0,0.2,0.5128408100339991
3,3,0.507680746254,0.0008307234866080001,0.508346550901,0.00202532474219,-766.6667,10.0,0.2,0.5127744411598526
4,4,0.515760488459,0.0008307234866080001,0.514355480484,0.00202532474219,-688.8889,10.0,0.2,0.5126931070396598
5,5,0.515244356082,0.0008307234866080001,0.513700266755,0.00202532474219,-611.1111,10.0,0.2,0.5125734445782558
6,6,0.514939247351,0.0008307234866080001,0.517058644804,0.00202532474219,-533.3333,10.0,0.2,0.5123956173629343
7,7,0.509472814852,0.0008307234866080001,0.508814744626,0.00202532474219,-455.5555,10.0,0.2,0.5121323862123573
8,8,0.51610952335,0.0008307234866080001,0.514433584295,0.00202532474219,-377.7778,10.0,0.2,0.5116557920226146
9,9,0.511896470395,0.0008307234866080001,0.514150264866,0.00202532474219,-300.0,10.0,0.2,0.5108285751408084
10,10,0.511485107845,0.0008307234866080001,0.5110277431600001,0.00202532474219,-300.0,10.0,0.2,0.5108285751408084
11,11,0.5150920985149999,0.0008307234866080001,0.514130009372,0.00202532474219,-290.6897,10.0,0.2,0.510666179979788
12,12,0.5125434908550001,0.0008307234866080001,0.5122889051389999,0.00202532474219,-281.3793,10.0,0.2,0.510478608191375
13,13,0.508918692283,0.0008307234866080001,0.509622818672,0.00202532474219,-272.069,10.0,0.2,0.5102779623817262
14,14,0.5076207929819999,0.0008307234866080001,0.5063309576039999,0.00202532474219,-262.7586,10.0,0.2,0.5100746807433281
15,15,0.5070509400990001,0.0008307234866080001,0.503033174379,0.00202532474219,-253.4483,10.0,0.2,0.5098674432837923
16,16,0.507970124671,0.0008307234866080001,0.509625994322,0.00202532474219,-244.1379,10.0,0.2,0.5096400449514659
17,17,0.506551131633,0.0008307234866080001,0.50322302672,0.00202532474219,-234.8276,10.0,0.2,0.5093686487307872
18,18,0.506056071941,0.0008307234866080001,0.50674507946,0.00202532474219,-225.5172,10.0,0.2,0.5090353994951442
19,19,0.507017995479,0.0008307234866080001,0.505927306809,0.00202532474219,-216.2069,10.0,0.2,0.5086391780287802
20,20,0.5056580653180001,0.0008307234866080001,0.506197751983,0.00202532474219,-206.8965,10.0,0.2,0.5081945672630304
21,21,0.510529713871,0.0008307234866080001,0.510755238105,0.00202532474219,-197.5862,10.0,0.2,0.5077174705328935
22,22,0.5073732631360001,0.0008307234866080001,0.511205751187,0.00202532474219,-188.2759,10.0,0.2,0.5072053856440671
23,23,0.505733155307,0.0008307234866080001,0.506382883764,0.00202532474219,-178.9655,10.0,0.2,0.5066258379066866
24,24,0.505059422992,0.0008307234866080001,0.508827103911,0.00202532474219,-169.6552,10.0,0.2,0.5059230410117705
25,25,0.501442341177,0.0008307234866080001,0.505222655942,0.00202532474219,-160.3448,10.0,0.2,0.5050407362417328
26,26,0.49952146208400006,0.0008307234866080001,0.49879265240500004,0.00202532474219,-151.0345,10.0,0.2,0.5039465795623849
27,27,0.5011948113310001,0.0008307234866080001,0.502010357767,0.00202532474219,-141.7241,10.0,0.2,0.502637561061978
28,28,0.49751926023599996,0.0008307234866080001,0.498878051627,0.00202532474219,-132.4138,10.0,0.2,0.5011146003474953
29,29,0.5008531964,0.0008307234866080001,0.505225488278,0.00202532474219,-123.1034,10.0,0.2,0.49933274603134115
30,30,0.493634466285,0.0008307234866080001,0.489884440691,0.00202532474219,-113.7931,10.0,0.2,0.4971522033441647
31,31,0.49424319975599995,0.0008307234866080001,0.495418396108,0.00202532474219,-104.4828,10.0,0.2,0.4943187359322906
32,32,0.493035527161,0.0008307234866080001,0.490981498838,0.00202532474219,-95.17241999999999,10.0,0.2,0.49048512524968574
33,33,0.485601024627,0.0008307234866080001,0.487761733596,0.00202532474219,-85.86206999999999,10.0,0.2,0.4852474116564379
34,34,0.480919623834,0.0008307234866080001,0.477867010667,0.00202532474219,-76.55173,10.0,0.2,0.4781269153065926
35,35,0.474033901498,0.0008307234866080001,0.470294374122,0.00202532474219,-67.24138,10.0,0.2,0.4683935531432935
36,36,0.460856943974,0.0008307234866080001,0.458676389304,0.00202532474219,-57.93103000000001,10.0,0.2,0.454591605905655
37,37,0.439793756787,0.0008307234866080001,0.44219039134300003,0.00202532474219,-48.62069,10.0,0.2,0.4335551875416225
38,38,0.40978091135300004,0.0008307234866080001,0.406346235053,0.00202532474219,-39.310340000000004,10.0,0.2,0.39850814174528587
39,39,0.35676322375299996,0.0008307234866080001,0.358893878378,0.00202532474219,-30.0,10.0,0.2,0.3357796051542966
40,40,0.30688239819400004,0.0008307234866080001,0.303665815249,0.00202532474219,30.0,10.0,0.2,0.3333241038116977
41,41,0.382105649933,0.0008307234866080001,0.37407519937899997,0.00202532474219,39.591840000000005,10.0,0.2,0.3972835349115216
42,42,0.428776601049,0.0008307234866080001,0.42170410499899996,0.00202532474219,49.18367,10.0,0.2,0.4332256447182219
43,43,0.443262439414,0.0008307234866080001,0.445388442009,0.00202532474219,58.77551,10.0,0.2,0.45480639447834814
44,44,0.464670803113,0.0008307234866080001,0.462895454187,0.00202532474219,68.36735,10.0,0.2,0.46864719718053893
45,45,0.470355679217,0.0008307234866080001,0.469015788986,0.00202532474219,77.95918,10.0,0.2,0.47805381545462416
46,46,0.484485953126,0.0008307234866080001,0.484610116074,0.00202532474219,87.55102,10.0,0.2,0.48476687293363063
47,47,0.486990634626,0.0008307234866080001,0.486569491793,0.00202532474219,97.14286,10.0,0.2,0.48974984808148
48,48,0.49333380953,0.0008307234866080001,0.48836055808999995,0.00202532474219,106.7347,10.0,0.2,0.4935603006078036
49,49,0.49339168521300003,0.0008307234866080001,0.487676076888,0.00202532474219,116.3265,10.0,0.2,0.49653524260107884
50,50,0.493225181324,0.0008307234866080001,0.496690629946,0.00202532474219,125.9184,10.0,0.2,0.4988887718940126
51,51,0.49998298356000004,0.0008307234866080001,0.500292331407,0.00202532474219,135.5102,10.0,0.2,0.5007653330380395
52,52,0.495501921671,0.0008307234866080001,0.494897503768,0.00202532474219,145.102,10.0,0.2,0.5022692788132628
53,53,0.5034335614859999,0.0008307234866080001,0.504009729503,0.00202532474219,154.6939,10.0,0.2,0.5034809018717267
54,54,0.49821465883199995,0.0008307234866080001,0.496752941338,0.00202532474219,164.2857,10.0,0.2,0.5044646721489244
55,55,0.505519163678,0.0008307234866080001,0.5025170884269999,0.00202532474219,173.8775,10.0,0.2,0.505273157871308
56,56,0.505983653137,0.0008307234866080001,0.502214371788,0.00202532474219,183.4694,10.0,0.2,0.5059485938433178
57,57,0.506132052325,0.0008307234866080001,0.506711606398,0.00202532474219,193.0612,10.0,0.2,0.506523520257136
58,58,0.500970431759,0.0008307234866080001,0.500895018178,0.00202532474219,202.6531,10.0,0.2,0.5070215123145975
59,59,0.5069224264019999,0.0008307234866080001,0.505111336554,0.00202532474219,212.2449,10.0,0.2,0.507458075008261
60,60,0.50450411323,0.0008307234866080001,0.506034334779,0.00202532474219,221.8367,10.0,0.2,0.5078421741101055
61,61,0.503122516787,0.0008307234866080001,0.5008624034,0.00202532474219,231.4286,10.0,0.2,0.5081779955316348
62,62,0.5099981479779999,0.0008307234866080001,0.511201202284,0.00202532474219,241.0204,10.0,0.2,0.5084668537567537
63,63,0.5088394471159999,0.0008307234866080001,0.509407131994,0.00202532474219,250.6122,10.0,0.2,0.5087088805775396
