,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
0,0,0.778264266805,0.00240673789311,0.7883982788510001,0.00851606005347,-1000.0,10.0,0.2,0.7810102653310654
1,1,0.797987373249,0.00240673789311,0.7872186403479999,0.00851606005347,-922.2222,10.0,0.2,0.7809194421793251
2,2,0.7890531401549999,0.00240673789311,0.7823733439280001,0.00851606005347,-844.4445,10.0,0.2,0.7809589889892453
3,3,0.79768006692,0.00240673789311,0.792937015746,0.00851606005347,-766.6667,10.0,0.2,0.7808531670776437
4,4,0.7734457035660001,0.00240673789311,0.771940554343,0.00851606005347,-688.8889,10.0,0.2,0.7808400635774401
5,5,0.792501675906,0.00240673789311,0.793856375872,0.00851606005347,-611.1111,10.0,0.2,0.7807495134098351
6,6,0.778458335408,0.00240673789311,0.774026708892,0.00851606005347,-533.3333,10.0,0.2,0.7805614363365244
7,7,0.788253771207,0.00240673789311,0.777638124456,0.00851606005347,-455.5555,10.0,0.2,0.7804806459263273
8,8,0.7859875267149999,0.00240673789311,0.775019949014,0.00851606005347,-377.7778,10.0,0.2,0.7796410230964539
9,9,0.790167637775,0.00240673789311,0.78262173357,0.00851606005347,-300.0,10.0,0.2,0.7777413955327401
10,10,0.7801818582979999,0.00240673789311,0.774979824534,0.00851606005347,-300.0,10.0,0.2,0.7777413955327401
11,11,0.791037780302,0.00240673789311,0.782791678791,0.00851606005347,-290.6897,10.0,0.2,0.7767029387910748
12,12,0.7793363002779999,0.00240673789311,0.775687204268,0.00851606005347,-281.3793,10.0,0.2,0.7751307613920141
13,13,0.776512061991,0.00240673789311,0.7847689240360001,0.00851606005347,-272.069,10.0,0.2,0.7730717270834077
14,14,0.7822536616949999,0.00240673789311,0.786780667841,0.00851606005347,-262.7586,10.0,0.2,0.7705315574355524
15,15,0.785990879148,0.00240673789311,0.791461008063,0.00851606005347,-253.4483,10.0,0.2,0.7674804788816757
16,16,0.763339609005,0.00240673789311,0.756623086904,0.00851606005347,-244.1379,10.0,0.2,0.764242241797229
17,17,0.766495738127,0.00240673789311,0.7596861345649999,0.00851606005347,-234.8276,10.0,0.2,0.7619197847005282
18,18,0.7671565398569999,0.00240673789311,0.759897584209,0.00851606005347,-225.5172,10.0,0.2,0.761532420266861
19,19,0.757579384675,0.00240673789311,0.748810171152,0.00851606005347,-216.2069,10.0,0.2,0.762692474008265
20,20,0.7684099771870001,0.00240673789311,0.767108951198,0.00851606005347,-206.8965,10.0,0.2,0.7644120922260179
21,21,0.7623025898289999,0.00240673789311,0.750915220298,0.00851606005347,-197.5862,10.0,0.2,0.7662604692840158
22,22,0.7717557050020001,0.00240673789311,0.762734109007,0.00851606005347,-188.2759,10.0,0.2,0.7681657301878356
23,23,0.7806877031399999,0.00240673789311,0.790004531873,0.00851606005347,-178.9655,10.0,0.2,0.7698903847387378
24,24,0.7786002550579999,0.00240673789311,0.781352504956,0.00851606005347,-169.6552,10.0,0.2,0.7709377413880347
25,25,0.775962263031,0.00240673789311,0.767097487061,0.00851606005347,-160.3448,10.0,0.2,0.7708667581547127
26,26,0.767321554044,0.00240673789311,0.7639896443459999,0.00851606005347,-151.0345,10.0,0.2,0.7697049814782776
27,27,0.7726843288549999,0.00240673789311,0.7845667093909999,0.00851606005347,-141.7241,10.0,0.2,0.7680986650981559
28,28,0.771189516372,0.00240673789311,0.7691663392550001,0.00851606005347,-132.4138,10.0,0.2,0.7669914635434542
29,29,0.777302118626,0.00240673789311,0.772285646107,0.00851606005347,-123.1034,10.0,0.2,0.766940768464811
30,30,0.777491717318,0.00240673789311,0.776769822201,0.00851606005347,-113.7931,10.0,0.2,0.7674880183251152
31,31,0.7578084675740001,0.00240673789311,0.75646290743,0.00851606005347,-104.4828,10.0,0.2,0.7670960478700171
32,32,0.7701819241050001,0.00240673789311,0.765471702546,0.00851606005347,-95.17242,10.0,0.2,0.7639248398170485
33,33,0.765452014086,0.00240673789311,0.761130297422,0.00851606005347,-85.86206999999997,10.0,0.2,0.7571762720946491
34,34,0.7651435902789999,0.00240673789311,0.76416818767,0.00851606005347,-76.55173,10.0,0.2,0.7481810815958355
35,35,0.764264507932,0.00240673789311,0.762628384185,0.00851606005347,-67.24138,10.0,0.2,0.74010964478311
36,36,0.749578245344,0.00240673789311,0.738710903046,0.00851606005347,-57.93103000000001,10.0,0.2,0.7353356572479153
37,37,0.7317652805429999,0.00240673789311,0.7243539817069999,0.00851606005347,-48.62069,10.0,0.2,0.7299784119779332
38,38,0.68491577882,0.00240673789311,0.692139331162,0.00851606005347,-39.31034,10.0,0.2,0.7059346151699539
39,39,0.598869634199,0.00240673789311,0.593002460402,0.00851606005347,-30.0,10.0,0.2,0.625296150761435
40,40,0.663273963406,0.00240673789311,0.65205794711,0.00851606005347,30.0,10.0,0.2,0.6317758828037353
41,41,0.7237730810330001,0.00240673789311,0.7194491354629999,0.00851606005347,39.59184000000001,10.0,0.2,0.7080461744584468
42,42,0.7296435631489999,0.00240673789311,0.722286297157,0.00851606005347,49.18367,10.0,0.2,0.7383549097371285
43,43,0.745716615389,0.00240673789311,0.747304229333,0.00851606005347,58.77551,10.0,0.2,0.7500668661097475
44,44,0.7444311437019999,0.00240673789311,0.746194437148,0.00851606005347,68.36735,10.0,0.2,0.7549530643821183
45,45,0.762116343569,0.00240673789311,0.767171367057,0.00851606005347,77.95918,10.0,0.2,0.757814264428075
46,46,0.772197853624,0.00240673789311,0.769761306753,0.00851606005347,87.55102,10.0,0.2,0.7604657658689169
47,47,0.7686807792489999,0.00240673789311,0.771223727311,0.00851606005347,97.14286,10.0,0.2,0.7634022719566932
48,48,0.777939453327,0.00240673789311,0.76678296633,0.00851606005347,106.7347,10.0,0.2,0.7665456513085023
49,49,0.782608647066,0.00240673789311,0.7807257987809999,0.00851606005347,116.3265,10.0,0.2,0.7696139570927832
50,50,0.771791836777,0.00240673789311,0.762791323545,0.00851606005347,125.9184,10.0,0.2,0.772314230277765
51,51,0.7808910840559999,0.00240673789311,0.772530108221,0.00851606005347,135.5102,10.0,0.2,0.774441021573981
52,52,0.7832631164239999,0.00240673789311,0.7708586794560001,0.00851606005347,145.102,10.0,0.2,0.7759119995844117
53,53,0.7885517652230001,0.00240673789311,0.786364562115,0.00851606005347,154.6939,10.0,0.2,0.7767654934564943
54,54,0.7937640530560001,0.00240673789311,0.7941267384440001,0.00851606005347,164.2857,10.0,0.2,0.7771312378941788
55,55,0.787128098812,0.00240673789311,0.7787830520990001,0.00851606005347,173.8775,10.0,0.2,0.7771880796705556
56,56,0.787428327783,0.00240673789311,0.7922340942880001,0.00851606005347,183.4694,10.0,0.2,0.777120691823554
57,57,0.7825974722910001,0.00240673789311,0.7851518049930001,0.00851606005347,193.0612,10.0,0.2,0.7770824486956361
58,58,0.779433893318,0.00240673789311,0.776229309355,0.00851606005347,202.6531,10.0,0.2,0.7771727414195343
59,59,0.769365048009,0.00240673789311,0.7743376205429999,0.00851606005347,212.2449,10.0,0.2,0.777427980384279
60,60,0.7862616812100001,0.00240673789311,0.79188783488,0.00851606005347,221.8367,10.0,0.2,0.7778282372780888
61,61,0.7749926650010001,0.00240673789311,0.769825527152,0.00851606005347,231.4286,10.0,0.2,0.7783135107444653
62,62,0.782770681312,0.00240673789311,0.776396494691,0.00851606005347,241.0204,10.0,0.2,0.7788061990141527
63,63,0.7687075987109999,0.00240673789311,0.768567762676,0.00851606005347,250.6122,10.0,0.2,0.7792328339832078
64,64,0.7700042451729999,0.00240673789311,0.7669408105169999,0.00851606005347,260.2041,10.0,0.2,0.7795415805347387
65,65,0.7857010799680001,0.00240673789311,0.787035744897,0.00851606005347,269.7959,10.0,0.2,0.7797119407350813
66,66,0.7794722600470001,0.00240673789311,0.781045414685,0.00851606005347,279.3878,10.0,0.2,0.7797554440288139
67,67,0.787037955622,0.00240673789311,0.784554926805,0.00851606005347,288.9796,10.0,0.2,0.7797090681028727
68,68,0.7820454383759999,0.00240673789311,0.75988272329,0.00851606005347,298.5714,10.0,0.2,0.7796235466127438
69,69,0.784324720106,0.00240673789311,0.774288154914,0.00851606005347,308.1633,10.0,0.2,0.7795499394289365
70,70,0.781846899863,0.00240673789311,0.7742382646860001,0.00851606005347,317.7551,10.0,0.2,0.7795276262369091
71,71,0.7743843847159999,0.00240673789311,0.7773774214810001,0.00851606005347,327.3469,10.0,0.2,0.7795768615761212
72,72,0.7797624317209999,0.00240673789311,0.7726862540180001,0.00851606005347,336.9388,10.0,0.2,0.7796962725669971
73,73,0.7908999580699999,0.00240673789311,0.7869895698999999,0.00851606005347,346.5306,10.0,0.2,0.7798659776783058
74,74,0.786323142476,0.00240673789311,0.795284510167,0.00851606005347,356.1224,10.0,0.2,0.7800545788676337
75,75,0.7944811011570001,0.00240673789311,0.7905446201209999,0.00851606005347,365.7143,10.0,0.2,0.7802281217471427
76,76,0.76576304534,0.00240673789311,0.7666410445559999,0.00851606005347,375.3061,10.0,0.2,0.7803588079938215
77,77,0.7855353207960001,0.00240673789311,0.781196465309,0.00851606005347,384.8979,10.0,0.2,0.7804310421771595
78,78,0.7883148599809999,0.00240673789311,0.798429717478,0.00851606005347,394.4898,10.0,0.2,0.7804442086769682
79,79,0.775435186115,0.00240673789311,0.7808734526250001,0.00851606005347,404.0816,10.0,0.2,0.7804113822223683
80,80,0.7739962475100001,0.00240673789311,0.7729454709010001,0.00851606005347,413.6735,10.0,0.2,0.780354972032974
81,81,0.7810371011239999,0.00240673789311,0.7800401796780001,0.00851606005347,423.2653,10.0,0.2,0.7803003650001971
82,82,0.775095472937,0.00240673789311,0.7788049188789999,0.00851606005347,432.8571,10.0,0.2,0.780269648031938
83,83,0.777943178253,0.00240673789311,0.7688847248440001,0.00851606005347,442.449,10.0,0.2,0.7802764851804793
84,84,0.7837913108169999,0.00240673789311,0.77464386162,0.00851606005347,452.0408,10.0,0.2,0.7803235581969103
85,85,0.770806594061,0.00240673789311,0.784304626473,0.00851606005347,461.6327,10.0,0.2,0.7804029191158968
86,86,0.789962021904,0.00240673789311,0.785145860626,0.00851606005347,471.2245,10.0,0.2,0.7804988797817666
87,87,0.7771102849779999,0.00240673789311,0.766654419382,0.00851606005347,480.8163,10.0,0.2,0.7805924801355999
