Folder,Offset,SLP,Dly,Int,Int_err,nInt,nInt_err
1400,0,50,0.0,1.0,0.0123306155629,1.0,0.0123306155629
1400,0,50,0.004,0.7106,0.0123306155629,0.7106,0.017352400173
1400,0,50,0.008,0.4694,0.0123306155629,0.4694,0.0262688870109
1400,0,50,0.012,0.4296,0.0123306155629,0.4296,0.028702550193
1400,0,50,0.016,0.4394,0.0123306155629,0.4394,0.0280623931792
1400,0,50,0.02,0.3968,0.0123306155629,0.3968,0.0310751400275
1401,0,100,0.0,1.0,0.0125887897022,1.0,0.0125887897022
1401,0,100,0.004,0.7215,0.0125887897022,0.7215,0.0174480799753
1401,0,100,0.008,0.6364,0.0125887897022,0.6364,0.0197812534604
1401,0,100,0.012,0.5312,0.0125887897022,0.5312,0.0236987757948
1401,0,100,0.016,0.4048,0.0125887897022,0.4048,0.03109878879
1401,0,100,0.02,0.3689,0.0125887897022,0.3689,0.0341252092767
1402,0,150,0.0,1.0,0.0121049939375,1.0,0.0121049939375
1402,0,150,0.004,0.7541,0.0121049939375,0.7541,0.0160522396731
1402,0,150,0.008,0.6667,0.0121049939375,0.6667,0.018156583077
1402,0,150,0.012,0.5106,0.0121049939375,0.5106,0.0237073911819
1402,0,150,0.016,0.4265,0.0121049939375,0.4265,0.0283821663246
1402,0,150,0.02,0.3729,0.0121049939375,0.3729,0.0324617697438
1403,0,200,0.0,1.0,0.015938576459,1.0,0.015938576459
1403,0,200,0.004,0.7666,0.015938576459,0.7666,0.0207912554904
1403,0,200,0.008,0.6438,0.015938576459,0.6438,0.0247570308465
1403,0,200,0.012,0.536,0.015938576459,0.536,0.02973615011
1403,0,200,0.016,0.4459,0.015938576459,0.4459,0.035744733032
1403,0,200,0.02,0.375,0.015938576459,0.375,0.0425028705573
1404,0,250,0.0,1.0,0.0141619164146,1.0,0.0141619164146
1404,0,250,0.004,0.7938,0.0141619164146,0.7938,0.0178406606382
1404,0,250,0.008,0.6607,0.0141619164146,0.6607,0.0214347153241
1404,0,250,0.012,0.5444,0.0141619164146,0.5444,0.0260138067866
1404,0,250,0.016,0.4636,0.0141619164146,0.4636,0.0305477058124
1404,0,250,0.02,0.3836,0.0141619164146,0.3836,0.0369184473791
1405,0,300,0.0,1.0,0.0138152111525,1.0,0.0138152111525
1405,0,300,0.004,0.8159,0.0138152111525,0.8159,0.016932480883
1405,0,300,0.008,0.6825,0.0138152111525,0.6825,0.0202420676227
1405,0,300,0.012,0.5584,0.0138152111525,0.5584,0.0247407076513
1405,0,300,0.016,0.4664,0.0138152111525,0.4664,0.0296209501554
1405,0,300,0.02,0.4089,0.0138152111525,0.4089,0.0337862830826
1406,0,400,0.0,1.0,0.0180977623579,1.0,0.0180977623579
1406,0,400,0.004,0.8118,0.0180977623579,0.8118,0.0222933756565
1406,0,400,0.008,0.6889,0.0180977623579,0.6889,0.0262705216402
1406,0,400,0.012,0.5766,0.0180977623579,0.5766,0.0313870314914
1406,0,400,0.016,0.4991,0.0180977623579,0.4991,0.0362607941453
1406,0,400,0.02,0.4284,0.0180977623579,0.4284,0.0422450101726
1407,0,500,0.0,1.0,0.0142077163487,1.0,0.0142077163487
1407,0,500,0.004,0.8062,0.0142077163487,0.8062,0.0176230666692
1407,0,500,0.008,0.7241,0.0142077163487,0.7241,0.0196212074972
1407,0,500,0.012,0.6076,0.0142077163487,0.6076,0.0233833382961
1407,0,500,0.016,0.5246,0.0142077163487,0.5246,0.0270829514843
1407,0,500,0.02,0.4538,0.0142077163487,0.4538,0.0313083216146
1408,0,600,0.0,1.0,0.0122671827006,1.0,0.0122671827006
1408,0,600,0.004,0.843,0.0122671827006,0.843,0.0145518181502
1408,0,600,0.008,0.7325,0.0122671827006,0.7325,0.0167470070998
1408,0,600,0.012,0.6428,0.0122671827006,0.6428,0.0190839805547
1408,0,600,0.016,0.5566,0.0122671827006,0.5566,0.0220394946112
1408,0,600,0.02,0.5012,0.0122671827006,0.5012,0.0244756239038
1409,0,700,0.0,1.0,0.0153128898575,1.0,0.0153128898575
1409,0,700,0.004,0.8498,0.0153128898575,0.8498,0.0180194043981
1409,0,700,0.008,0.7564,0.0153128898575,0.7564,0.0202444339734
1409,0,700,0.012,0.6639,0.0153128898575,0.6639,0.0230650547635
1409,0,700,0.016,0.5797,0.0153128898575,0.5797,0.0264151972701
1409,0,700,0.02,0.5171,0.0153128898575,0.5171,0.0296130146152
1410,0,900,0.0,1.0,0.0139407080017,1.0,0.0139407080017
1410,0,900,0.004,0.8581,0.0139407080017,0.8581,0.0162460179486
1410,0,900,0.008,0.7782,0.0139407080017,0.7782,0.0179140426647
1410,0,900,0.012,0.6938,0.0139407080017,0.6938,0.0200932660733
1410,0,900,0.016,0.6174,0.0139407080017,0.6174,0.0225797019787
