Date : 9/4/2019	Time : 14:32:58	
C:\UVWINLAB\DNA61U1.SP	
14.00	0.6184
14.20	0.6193
14.40	0.6202
14.60	0.6209
14.80	0.6220
15.00	0.6230
15.20	0.6239
15.40	0.6250
15.60	0.6257
15.80	0.6268
16.00	0.6274
16.20	0.6285
16.40	0.6296
16.60	0.6302
16.80	0.6312
17.00	0.6322
17.20	0.6331
17.40	0.6341
17.60	0.6349
17.80	0.6358
18.00	0.6366
18.20	0.6376
18.40	0.6390
18.60	0.6401
18.80	0.6410
19.00	0.6418
19.20	0.6427
19.40	0.6440
19.60	0.6449
19.80	0.6460
20.00	0.6470
20.20	0.6481
20.40	0.6490
20.60	0.6503
20.80	0.6514
21.00	0.6523
21.20	0.6533
21.40	0.6544
21.60	0.6552
21.80	0.6566
22.00	0.6576
22.20	0.6586
22.40	0.6594
22.60	0.6603
22.80	0.6611
23.00	0.6621
23.20	0.6629
23.40	0.6635
23.60	0.6644
23.80	0.6651
24.00	0.6658
24.20	0.6668
24.40	0.6677
24.60	0.6681
24.80	0.6690
25.00	0.6700
25.20	0.6704
25.40	0.6713
25.60	0.6719
25.80	0.6726
26.00	0.6731
26.20	0.6737
26.40	0.6744
26.60	0.6751
26.80	0.6759
27.00	0.6766
27.20	0.6774
27.40	0.6781
27.60	0.6786
27.80	0.6792
28.00	0.6796
28.20	0.6801
28.40	0.6807
28.60	0.6811
28.80	0.6817
29.00	0.6821
29.20	0.6824
29.40	0.6828
29.60	0.6832
29.80	0.6835
30.00	0.6842
30.20	0.6846
30.40	0.6849
30.60	0.6853
30.80	0.6859
31.00	0.6862
31.20	0.6866
31.40	0.6870
31.60	0.6875
31.80	0.6881
32.00	0.6885
32.20	0.6887
32.50	0.6895
32.70	0.6897
33.00	0.6901
33.20	0.6907
33.50	0.6914
33.70	0.6920
34.00	0.6924
34.20	0.6927
34.50	0.6936
34.70	0.6941
35.00	0.6947
35.20	0.6951
35.50	0.6959
35.70	0.6961
36.00	0.6968
36.20	0.6974
36.50	0.6982
36.70	0.6986
37.00	0.6992
37.20	0.6999
37.50	0.7005
37.70	0.7010
38.00	0.7016
Date : 9/4/2019	Time : 15:08:10	


Date : 9/4/2019	Time : 15:08:10	
C:\UVWINLAB\DNA61D1.SP	
38.00	0.6979
37.80	0.6975
37.50	0.6967
37.30	0.6961
37.00	0.6953
36.80	0.6948
36.50	0.6945
36.30	0.6939
36.00	0.6933
35.80	0.6928
35.50	0.6922
35.30	0.6916
35.00	0.6911
34.80	0.6906
34.50	0.6902
34.30	0.6898
34.00	0.6891
33.80	0.6888
33.50	0.6881
33.30	0.6878
33.00	0.6873
32.80	0.6868
32.50	0.6864
32.30	0.6857
32.00	0.6853
31.80	0.6847
31.60	0.6841
31.40	0.6836
31.20	0.6833
31.00	0.6826
30.80	0.6821
30.60	0.6817
30.40	0.6815
30.20	0.6809
30.00	0.6804
29.80	0.6798
29.60	0.6793
29.40	0.6788
29.20	0.6781
29.00	0.6775
28.80	0.6769
28.60	0.6762
28.40	0.6756
28.20	0.6750
28.00	0.6743
27.80	0.6735
27.60	0.6731
27.40	0.6726
27.20	0.6720
27.00	0.6713
26.80	0.6705
26.60	0.6697
26.40	0.6689
26.20	0.6679
26.00	0.6672
25.80	0.6667
25.60	0.6656
25.40	0.6647
25.20	0.6638
25.00	0.6632
24.80	0.6624
24.60	0.6613
24.40	0.6606
24.20	0.6596
24.00	0.6588
23.80	0.6580
23.60	0.6569
23.40	0.6558
23.20	0.6549
23.00	0.6538
22.80	0.6527
22.60	0.6514
22.40	0.6506
22.20	0.6497
22.00	0.6482
21.80	0.6475
21.60	0.6464
21.40	0.6453
21.20	0.6439
21.00	0.6432
20.80	0.6423
20.60	0.6409
20.40	0.6399
20.20	0.6387
20.00	0.6376
19.80	0.6369
19.60	0.6357
19.40	0.6346
19.20	0.6336
19.00	0.6328
18.80	0.6318
18.60	0.6307
18.40	0.6297
18.20	0.6286
18.00	0.6276
17.80	0.6268
17.60	0.6257
17.40	0.6248
17.20	0.6240
17.00	0.6230
16.80	0.6219
16.60	0.6213
16.40	0.6203
16.20	0.6196
16.00	0.6187
15.80	0.6177
15.60	0.6169
15.40	0.6160
15.20	0.6154
15.00	0.6146
14.80	0.6139
14.60	0.6134
14.40	0.6138
