Date : 8/31/2019	Time : 20:40:05	
C:\UVWINLAB\DNA41U1.SP	
14.00	0.6019
14.20	0.6032
14.40	0.6039
14.60	0.6048
14.80	0.6055
15.00	0.6063
15.20	0.6076
15.40	0.6084
15.60	0.6091
15.80	0.6102
16.00	0.6113
16.20	0.6122
16.40	0.6134
16.60	0.6143
16.80	0.6151
17.00	0.6162
17.20	0.6172
17.40	0.6182
17.60	0.6192
17.80	0.6205
18.00	0.6214
18.20	0.6225
18.40	0.6237
18.60	0.6251
18.80	0.6260
19.00	0.6273
19.20	0.6289
19.40	0.6300
19.60	0.6309
19.80	0.6322
20.00	0.6335
20.20	0.6344
20.40	0.6355
20.60	0.6366
20.80	0.6378
21.00	0.6387
21.20	0.6398
21.40	0.6408
21.60	0.6416
21.80	0.6427
22.00	0.6439
22.20	0.6451
22.40	0.6462
22.60	0.6472
22.80	0.6481
23.00	0.6492
23.20	0.6502
23.40	0.6512
23.60	0.6521
23.80	0.6530
24.00	0.6541
24.20	0.6547
24.40	0.6558
24.60	0.6567
24.80	0.6576
25.00	0.6582
25.20	0.6590
25.40	0.6600
25.60	0.6605
25.80	0.6610
26.00	0.6619
26.20	0.6625
26.40	0.6632
26.60	0.6638
26.80	0.6644
27.00	0.6653
27.20	0.6659
27.40	0.6665
27.60	0.6671
27.80	0.6678
28.00	0.6681
28.20	0.6686
28.40	0.6688
28.60	0.6696
28.80	0.6702
29.00	0.6706
29.20	0.6713
29.40	0.6717
29.60	0.6722
29.80	0.6726
30.00	0.6733
30.20	0.6736
30.40	0.6740
30.60	0.6745
30.80	0.6749
31.00	0.6753
31.20	0.6757
31.40	0.6760
31.60	0.6766
31.80	0.6769
32.00	0.6772
32.20	0.6780
32.50	0.6783
32.70	0.6787
33.00	0.6791
33.20	0.6797
33.50	0.6801
33.70	0.6806
34.00	0.6812
34.20	0.6816
34.50	0.6824
34.70	0.6825
35.00	0.6832
35.20	0.6835
35.50	0.6840
35.70	0.6843
36.00	0.6847
36.20	0.6853
36.50	0.6857
36.70	0.6862
37.00	0.6865
37.20	0.6870
37.50	0.6878
37.70	0.6881
38.00	0.6885
38.20	0.6890
38.50	0.6895
38.70	0.6898
39.00	0.6902
39.20	0.6907
39.50	0.6911
39.70	0.6911
40.00	0.6920
Date : 8/31/2019	Time : 21:18:57	


Date : 8/31/2019	Time : 21:18:57	
C:\UVWINLAB\DNA41D1.SP	
40.00	0.6895
39.80	0.6893
39.50	0.6888
39.30	0.6885
39.00	0.6880
38.80	0.6876
38.50	0.6871
38.30	0.6864
38.00	0.6860
37.80	0.6856
37.50	0.6853
37.30	0.6848
37.00	0.6842
36.80	0.6839
36.50	0.6833
36.30	0.6830
36.00	0.6824
35.80	0.6822
35.50	0.6817
35.30	0.6813
35.00	0.6806
34.80	0.6802
34.50	0.6797
34.30	0.6792
34.00	0.6789
33.80	0.6783
33.50	0.6778
33.30	0.6775
33.00	0.6767
32.80	0.6764
32.50	0.6757
32.30	0.6753
32.00	0.6746
31.80	0.6743
31.60	0.6739
31.40	0.6732
31.20	0.6730
31.00	0.6727
30.80	0.6720
30.60	0.6715
30.40	0.6710
30.20	0.6704
30.00	0.6698
29.80	0.6696
29.60	0.6691
29.40	0.6682
29.20	0.6678
29.00	0.6673
28.80	0.6666
28.60	0.6661
28.40	0.6654
28.20	0.6649
28.00	0.6642
27.80	0.6635
27.60	0.6628
27.40	0.6620
27.20	0.6612
27.00	0.6607
26.80	0.6597
26.60	0.6589
26.40	0.6580
26.20	0.6574
26.00	0.6564
25.80	0.6557
25.60	0.6544
25.40	0.6537
25.20	0.6527
25.00	0.6516
24.80	0.6505
24.60	0.6501
24.40	0.6488
24.20	0.6480
24.00	0.6468
23.80	0.6460
23.60	0.6451
23.40	0.6440
23.20	0.6431
23.00	0.6415
22.80	0.6407
22.60	0.6397
22.40	0.6384
22.20	0.6369
22.00	0.6361
21.80	0.6348
21.60	0.6340
21.40	0.6324
21.20	0.6314
21.00	0.6300
20.80	0.6288
20.60	0.6276
20.40	0.6264
20.20	0.6252
20.00	0.6243
19.80	0.6231
19.60	0.6221
19.40	0.6208
19.20	0.6199
19.00	0.6188
18.80	0.6182
18.60	0.6172
18.40	0.6161
18.20	0.6147
18.00	0.6140
17.80	0.6129
17.60	0.6119
17.40	0.6107
17.20	0.6101
17.00	0.6091
16.80	0.6079
16.60	0.6070
16.40	0.6060
16.20	0.6053
16.00	0.6044
15.80	0.6033
15.60	0.6026
15.40	0.6017
15.20	0.6008
15.00	0.6001
14.80	0.5993
14.60	0.5991
14.40	0.5995
