Date : 8/29/2019	Time : 22:35:22	
C:\UVWINLAB\DNA61U1.SP	
14.40	0.6271
14.60	0.6281
14.80	0.6289
15.00	0.6290
15.20	0.6294
15.40	0.6302
15.60	0.6308
15.80	0.6316
16.00	0.6326
16.20	0.6334
16.40	0.6340
16.60	0.6350
16.80	0.6358
17.00	0.6365
17.20	0.6371
17.40	0.6380
17.60	0.6389
17.80	0.6398
18.00	0.6407
18.20	0.6416
18.40	0.6425
18.60	0.6433
18.80	0.6444
19.00	0.6454
19.20	0.6469
19.40	0.6479
19.60	0.6486
19.80	0.6502
20.00	0.6514
20.20	0.6527
20.40	0.6538
20.60	0.6553
20.80	0.6564
21.00	0.6577
21.20	0.6591
21.40	0.6600
21.60	0.6608
21.80	0.6619
22.00	0.6623
22.20	0.6635
22.40	0.6643
22.60	0.6652
22.80	0.6661
23.00	0.6669
23.20	0.6679
23.40	0.6685
23.60	0.6698
23.80	0.6707
24.00	0.6718
24.20	0.6725
24.40	0.6735
24.60	0.6744
24.80	0.6752
25.00	0.6761
25.20	0.6768
25.40	0.6774
25.60	0.6780
25.80	0.6786
26.00	0.6795
26.20	0.6799
26.40	0.6808
26.60	0.6816
26.80	0.6824
27.00	0.6831
27.20	0.6838
27.40	0.6847
27.60	0.6855
27.80	0.6863
28.00	0.6867
28.20	0.6872
28.40	0.6876
28.60	0.6882
28.80	0.6883
29.00	0.6888
29.20	0.6891
29.40	0.6896
29.60	0.6899
29.80	0.6906
30.00	0.6916
30.20	0.6920
30.40	0.6930
30.60	0.6938
30.80	0.6944
31.00	0.6947
31.20	0.6952
31.40	0.6952
31.60	0.6952
31.80	0.6956
32.00	0.6957
32.20	0.6960
32.50	0.6965
32.70	0.6968
33.00	0.6975
33.20	0.6980
33.50	0.6981
33.70	0.6984
34.00	0.6993
34.20	0.6998
34.50	0.7004
34.70	0.7011
35.00	0.7015
35.20	0.7016
35.50	0.7017
35.70	0.7020
36.00	0.7024
36.20	0.7028
36.50	0.7037
36.70	0.7043
37.00	0.7051
37.20	0.7053
37.50	0.7052
37.70	0.7054
38.00	0.7058
38.20	0.7057
38.50	0.7063
38.70	0.7063
39.00	0.7070
39.20	0.7074
39.50	0.7081
39.70	0.7084
40.00	0.7093
40.20	0.7097
40.50	0.7098
40.70	0.7098
41.00	0.7105
41.20	0.7109
41.50	0.7115
41.70	0.7123
42.00	0.7127
42.20	0.7131
42.50	0.7132
42.70	0.7132
43.00	0.7130
43.20	0.7134
43.50	0.7138
43.70	0.7144
44.00	0.7151
44.20	0.7155
44.50	0.7165
44.70	0.7165
45.00	0.7167
45.20	0.7174
45.50	0.7183
45.70	0.7186
46.00	0.7190
46.20	0.7192
46.50	0.7197
46.70	0.7197
47.00	0.7212
47.20	0.7216
47.50	0.7221
47.70	0.7223
48.00	0.7229
48.20	0.7233
48.50	0.7241
48.70	0.7241
49.00	0.7251
49.20	0.7257
49.50	0.7260
49.70	0.7259
50.00	0.7267
Date : 8/29/2019	Time : 23:28:57	


Date : 8/29/2019	Time : 23:28:57	
C:\UVWINLAB\DNA61D1.SP	
