param,fitval,fiterror
pB,0.00500,0.00000
pC,0.00000,0.00000
dwB,2.79123,0.02164
dwC,0.00000,0.00000
kexAB,262.24616,24.85553
kexAC,0.00000,0.00000
kexBC,-0.00000,0.00000
R1,3.31725,0.00437
R2,18.22037,0.18350
rchi2,27.33022,0.0
