delay(s),vol_rel
0.0,1.0
0.05,0.938711951828
0.1,0.897180188918
0.15,0.868997826361
0.2,0.842769765772
0.25,0.822605543691
0.3,0.803904960967
0.5,0.763220188736
0.7,0.736543966861
1.3,0.720445451827
1.7,0.726105527753
2.0,0.739800251365
2.5,0.769191245334
3.0,0.792020907616
3.5,0.820107072979
