o1p,pldb12,o3p,pulprog,sp5,cnst11,p25,p21,o2p,nbl,d31,cnst12,FN,pldb16,p3,pl24,p1,pl23,cnst28i,pcpd1,pcpd2,pcpd3,vdlist,ns,d30,ds,bf3,bf2,bf1,rg,cnst28,te,cnst30
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,100,1400,-4.0,9.97,2.12,12.85,17.49,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1499,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,150,1401,-4.0,9.97,2.12,12.85,13.95,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1478,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,200,1402,-4.0,9.97,2.12,12.85,11.44,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1508,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,250,1403,-4.0,9.97,2.12,12.85,9.49,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1485,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,300,1404,-4.0,9.97,2.12,12.85,7.89,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1516,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,400,1405,-4.0,9.97,2.12,12.85,5.38,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1502,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,500,1406,-4.0,9.97,2.12,12.85,3.43,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1507,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,600,1407,-4.0,9.97,2.12,12.85,1.83,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1508,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,700,1408,-4.0,9.97,2.12,12.85,0.49,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1493,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,900,1409,-4.0,9.97,2.12,12.85,-1.71,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1523,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,1000,1410,-4.0,9.97,2.12,12.85,-2.63,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1493,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,1200,1411,-4.0,9.97,2.12,12.85,-4.22,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.1493,13.5872
4.706,inf,158.9334,15Nsel-R1rho_HC11.fg.ijk5,29.62,6900,1600,29.25,158.0,8,0.056,1400,1412,-4.0,9.97,2.12,12.85,-5.57,0,50,120,200,15N_A6m1A_T8_N3_dl,80,0.114,2,70.948117,176.059144,700.175,203,0,283.149,13.5872
