Date : 9/12/2019	Time : 15:50:56	
C:\UVWINLAB\DNA61U1.SP	
18.00	0.6624
18.20	0.6625
18.40	0.6622
18.60	0.6623
18.80	0.6622
19.00	0.6624
19.20	0.6625
19.40	0.6626
19.60	0.6626
19.80	0.6626
20.00	0.6628
20.20	0.6627
20.40	0.6626
20.60	0.6627
20.80	0.6628
21.00	0.6626
21.20	0.6625
21.40	0.6630
21.60	0.6630
21.80	0.6629
22.00	0.6630
22.20	0.6630
22.40	0.6633
22.60	0.6631
22.80	0.6632
23.00	0.6631
23.20	0.6631
23.40	0.6634
23.60	0.6635
23.80	0.6634
24.00	0.6634
24.20	0.6633
24.40	0.6635
24.60	0.6634
24.80	0.6636
25.00	0.6636
25.20	0.6637
25.40	0.6638
25.60	0.6638
25.80	0.6639
26.00	0.6640
26.20	0.6641
26.40	0.6638
26.60	0.6639
26.80	0.6641
27.00	0.6642
27.20	0.6643
27.40	0.6642
27.60	0.6646
27.80	0.6644
28.00	0.6645
28.20	0.6642
28.40	0.6646
28.60	0.6645
28.80	0.6647
29.00	0.6648
29.20	0.6647
29.40	0.6650
29.60	0.6651
29.80	0.6651
30.00	0.6650
30.20	0.6651
30.40	0.6652
30.60	0.6650
30.80	0.6654
31.00	0.6655
31.20	0.6656
31.40	0.6655
31.60	0.6657
31.80	0.6657
32.00	0.6658
32.20	0.6659
32.50	0.6660
32.70	0.6661
33.00	0.6663
33.20	0.6665
33.50	0.6665
33.70	0.6665
34.00	0.6667
34.20	0.6668
34.50	0.6670
34.70	0.6671
35.00	0.6672
35.20	0.6674
35.50	0.6673
35.70	0.6674
36.00	0.6679
36.20	0.6679
36.50	0.6681
36.70	0.6683
37.00	0.6684
37.20	0.6684
37.50	0.6688
37.70	0.6688
38.00	0.6690
38.20	0.6693
38.50	0.6696
38.70	0.6696
39.00	0.6700
39.20	0.6701
39.50	0.6702
39.70	0.6705
40.00	0.6707
40.20	0.6711
40.50	0.6712
40.70	0.6713
41.00	0.6717
41.20	0.6722
41.50	0.6725
41.70	0.6727
42.00	0.6728
42.20	0.6729
42.50	0.6736
42.70	0.6737
43.00	0.6743
43.20	0.6745
43.50	0.6750
43.70	0.6750
44.00	0.6758
44.20	0.6761
44.50	0.6766
44.70	0.6770
45.00	0.6775
45.20	0.6778
45.50	0.6785
45.70	0.6785
46.00	0.6794
46.20	0.6799
46.50	0.6805
46.70	0.6811
47.00	0.6817
47.20	0.6823
47.50	0.6831
47.70	0.6831
48.00	0.6845
48.20	0.6849
48.50	0.6858
48.70	0.6864
49.00	0.6874
49.20	0.6880
49.50	0.6893
49.70	0.6893
50.00	0.6910
50.20	0.6918
50.50	0.6930
50.70	0.6940
51.00	0.6951
51.20	0.6963
51.50	0.6975
51.70	0.6975
52.00	0.6998
52.20	0.7009
52.50	0.7020
52.70	0.7033
53.00	0.7048
53.20	0.7058
53.50	0.7076
53.70	0.7076
54.00	0.7106
54.20	0.7120
54.50	0.7136
54.70	0.7149
55.00	0.7172
55.20	0.7179
55.50	0.7202
55.70	0.7202
56.00	0.7239
56.20	0.7251
56.50	0.7274
56.70	0.7287
57.00	0.7311
57.20	0.7324
57.50	0.7345
57.70	0.7345
58.00	0.7377
58.20	0.7392
58.50	0.7414
58.70	0.7428
59.00	0.7445
59.20	0.7460
59.50	0.7479
59.70	0.7479
60.00	0.7510
60.20	0.7524
60.50	0.7538
60.70	0.7551
61.00	0.7565
61.20	0.7576
61.50	0.7592
61.70	0.7592
62.00	0.7611
62.20	0.7621
62.50	0.7633
62.70	0.7642
63.00	0.7651
63.20	0.7659
63.50	0.7670
63.70	0.7670
64.00	0.7684
64.20	0.7690
64.40	0.7694
64.70	0.7700
64.90	0.7707
65.20	0.7714
65.40	0.7718
65.70	0.7724
65.90	0.7726
66.20	0.7730
66.40	0.7736
66.70	0.7740
66.90	0.7746
67.20	0.7749
67.40	0.7751
67.70	0.7753
67.90	0.7758
68.20	0.7760
68.40	0.7765
68.70	0.7768
68.90	0.7772
69.20	0.7772
69.40	0.7776
69.70	0.7780
69.90	0.7782
70.20	0.7785
70.40	0.7787
70.70	0.7786
70.90	0.7786
71.20	0.7794
71.40	0.7795
71.70	0.7798
71.90	0.7797
72.20	0.7798
72.40	0.7801
72.70	0.7804
72.90	0.7805
73.20	0.7807
73.40	0.7810
73.70	0.7810
73.90	0.7812
74.20	0.7814
74.40	0.7815
74.70	0.7817
74.90	0.7817
75.20	0.7821
75.40	0.7820
75.70	0.7822
75.90	0.7824
76.20	0.7827
76.40	0.7829
76.70	0.7830
76.90	0.7830
77.20	0.7833
77.40	0.7834
77.70	0.7837
77.90	0.7837
78.20	0.7837
78.40	0.7841
78.70	0.7841
78.90	0.7841
79.20	0.7846
79.40	0.7847
79.70	0.7847
79.90	0.7848
80.20	0.7849
80.40	0.7851
80.70	0.7853
80.90	0.7853
81.20	0.7857
81.40	0.7855
81.70	0.7857
81.90	0.7859
82.20	0.7861
82.40	0.7864
82.70	0.7865
82.90	0.7865
83.20	0.7866
83.40	0.7870
83.70	0.7870
83.90	0.7871
84.20	0.7873
84.40	0.7874
84.70	0.7875
84.90	0.7875
85.20	0.7880
85.40	0.7879
85.70	0.7882
85.90	0.7882
86.20	0.7884
86.40	0.7886
86.70	0.7887
86.90	0.7887
87.20	0.7891
87.40	0.7891
87.70	0.7894
87.90	0.7893
88.20	0.7897
88.40	0.7897
88.70	0.7900
88.90	0.7900
89.20	0.7900
89.40	0.7902
89.70	0.7903
