r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.840124,2.840124,150.88,0.0,0.0,0.0,3.758828,0.0,0.0,0.0,0.0,19.733925,19.733925,0.007361,2.840124,19.733925,0.0,0.0,auto,680.241737,0.0,0.0
