delay(s),vol_rel
0.0,1.0
0.002,0.982368987964
0.004,0.949243353798
0.006,0.921937271926
0.008,0.888361815583
0.01,0.863190707969
0.013,0.821360253769
0.016,0.785997010859
0.02,0.736826244417
0.025,0.680274111937
0.03,0.631893631035
0.05,0.454556281036
0.07,0.321782647764
0.1,0.169246850448
0.15,0.0234260559231
0.2,-0.0683877290209
0.25,-0.121387646559
0.3,-0.151198593837
0.5,-0.196355874108
0.7,-0.187477460228
1.0,-0.130385735788
