offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.500000000000000000e+03,2.000000000000000000e+02,-2.656759819441322179e+01,-2.656759819441322179e+01,-3.443386028025943233e+03,-3.443386028025943233e+03,-1.988877418584434453e+00,-3.432042463140705877e+03,-1.996212437759231761e+01,-1.996212437759231761e+01,-1.987725244817241999e+00
3.464824120603015217e+03,2.000000000000000000e+02,-2.656668528358750336e+01,-2.656668528358750336e+01,-3.443385457331226462e+03,-3.443385457331226462e+03,-1.990119868003758397e+00,-3.432044187902371050e+03,-1.996152761931239183e+01,-1.996152761931239183e+01,-1.988918761370700894e+00
3.429648241206029979e+03,2.000000000000000000e+02,-2.656574384686155099e+01,-2.656574384686155099e+01,-3.443384865607516986e+03,-3.443384865607516986e+03,-1.991401674832381730e+00,-3.432045972416407039e+03,-1.996091249975143000e+01,-1.996091249975143000e+01,-1.990149000492370979e+00
3.394472361809045196e+03,2.000000000000000000e+02,-2.656477268641356204e+01,-2.656477268641356204e+01,-3.443384251815186417e+03,-3.443384251815186417e+03,-1.992724531413282651e+00,-3.432047819465380599e+03,-1.996027825873716210e+01,-1.996027825873716210e+01,-1.991417482521933291e+00
3.359296482412060413e+03,2.000000000000000000e+02,-2.656377054102813418e+01,-2.656377054102813418e+01,-3.443383614849992682e+03,-3.443383614849992682e+03,-1.994090222707163074e+00,-3.432049731995242382e+03,-1.995962409640105761e+01,-1.995962409640105761e+01,-1.992725807204555277e+00
3.324120603015075176e+03,2.000000000000000000e+02,-2.656273608209903614e+01,-2.656273608209903614e+01,-3.443382953538187394e+03,-3.443382953538187394e+03,-1.995500632479298542e+00,-3.432051713126962113e+03,-1.995894917064424590e+01,-1.995894917064424590e+01,-1.994075658713820642e+00
3.288944723618090393e+03,2.000000000000000000e+02,-2.656166790921542997e+01,-2.656166790921542997e+01,-3.443382266631245784e+03,-3.443382266631245784e+03,-1.996957749984324515e+00,-3.432053766169101436e+03,-1.995825259447610733e+01,-1.995825259447610733e+01,-1.995468811048987767e+00
3.253768844221105610e+03,2.000000000000000000e+02,-2.656056454552162904e+01,-2.656056454552162904e+01,-3.443381552800148711e+03,-3.443381552800148711e+03,-1.998463677178653253e+00,-3.432055894631493175e+03,-1.995753343308115291e+01,-1.995753343308115291e+01,-1.996907133838339066e+00
3.218592964824120827e+03,2.000000000000000000e+02,-2.655942443263575115e+01,-2.655942443263575115e+01,-3.443380810629074858e+03,-3.443380810629074858e+03,-2.000020636534010077e+00,-3.432058102240058815e+03,-1.995679070070855232e+01,-1.995679070070855232e+01,-1.998392598584312285e+00
3.183417085427135589e+03,2.000000000000000000e+02,-2.655824592521275918e+01,-2.655824592521275918e+01,-3.443380038608581344e+03,-3.443380038608581344e+03,-2.001630979474473548e+00,-3.432060392952940674e+03,-1.995602335730745835e+01,-1.995602335730745835e+01,-1.999927285388943599e+00
3.148241206030150806e+03,2.000000000000000000e+02,-2.655702728508822474e+01,-2.655702728508822474e+01,-3.443379235128139044e+03,-3.443379235128139044e+03,-2.003297195527328434e+00,-3.432062770978026037e+03,-1.995523030489857774e+01,-1.995523030489857774e+01,-2.001513390202402487e+00
3.113065326633165569e+03,2.000000000000000000e+02,-2.655576667491186527e+01,-2.655576667491186527e+01,-3.443378398467937131e+03,-3.443378398467937131e+03,-2.005021922242974597e+00,-3.432065240792071108e+03,-1.995441038367971487e+01,-1.995441038367971487e+01,-2.003153232641381898e+00
3.077889447236180786e+03,2.000000000000000000e+02,-2.655446215134543309e+01,-2.655446215134543309e+01,-3.443377526789927288e+03,-3.443377526789927288e+03,-2.006807955959804879e+00,-3.432067807161488872e+03,-1.995356236778479797e+01,-1.995356236778479797e+01,-2.004849264429293232e+00
3.042713567839196003e+03,2.000000000000000000e+02,-2.655311165764214820e+01,-2.655311165764214820e+01,-3.443376618128060272e+03,-3.443376618128060272e+03,-2.008658263502041574e+00,-3.432070475165104199e+03,-1.995268496074231734e+01,-1.995268496074231734e+01,-2.006604078515157763e+00
3.007537688442211220e+03,2.000000000000000000e+02,-2.655171301560221764e+01,-2.655171301560221764e+01,-3.443375670377471579e+03,-3.443375670377471579e+03,-2.010575994889946649e+00,-3.432073250218958492e+03,-1.995177679053176689e+01,-1.995177679053176689e+01,-2.008420418934218521e+00
2.972361809045225982e+03,2.000000000000000000e+02,-2.655026391698993393e+01,-2.655026391698993393e+01,-3.443374681282685742e+03,-3.443374681282685742e+03,-2.012564497193471080e+00,-3.432076138103468566e+03,-1.995083640425946214e+01,-1.995083640425946214e+01,-2.010301191480100780e+00
2.937185929648241199e+03,2.000000000000000000e+02,-2.654876191403036501e+01,-2.654876191403036501e+01,-3.443373648424590101e+03,-3.443373648424590101e+03,-2.014627329613717599e+00,-3.432079144993146201e+03,-1.994986226236687799e+01,-1.994986226236687799e+01,-2.012249475265291299e+00
2.902010050251256416e+03,2.000000000000000000e+02,-2.654720440928940661e+01,-2.654720440928940661e+01,-3.443372569206122989e+03,-3.443372569206122989e+03,-2.016768279951397513e+00,-3.432082277489210355e+03,-1.994885273237173351e+01,-1.994885273237173351e+01,-2.014268535255691717e+00
2.866834170854271179e+03,2.000000000000000000e+02,-2.654558864456157607e+01,-2.654558864456157607e+01,-3.443371440836478087e+03,-3.443371440836478087e+03,-2.018991382576612370e+00,-3.432085542655338486e+03,-1.994780608206269790e+01,-1.994780608206269790e+01,-2.016361835873782038e+00
2.831658291457286396e+03,2.000000000000000000e+02,-2.654391168881738849e+01,-2.654391168881738849e+01,-3.443370260313638028e+03,-3.443370260313638028e+03,-2.021300938095369926e+00,-3.432088948056989466e+03,-1.994672047211224708e+01,-1.994672047211224708e+01,-2.018533055775644680e+00
2.796482412060301613e+03,2.000000000000000000e+02,-2.654217042513391789e+01,-2.654217042513391789e+01,-3.443369024405111304e+03,-3.443369024405111304e+03,-2.023701534864327467e+00,-3.432092501804647782e+03,-1.994559394803997066e+01,-1.994559394803997066e+01,-2.020786103918977616e+00
2.761306532663316830e+03,2.000000000000000000e+02,-2.654036153637662210e+01,-2.654036153637662210e+01,-3.443367729626573237e+03,-3.443367729626573237e+03,-2.026198072588262455e+00,-3.432096212601498337e+03,-1.994442443147318045e+01,-1.994442443147318045e+01,-2.023125137052169009e+00
2.726130653266331592e+03,2.000000000000000000e+02,-2.653848148970291732e+01,-2.653848148970291732e+01,-3.443366372218203651e+03,-3.443366372218203651e+03,-2.028795788199905470e+00,-3.432100089795983422e+03,-1.994320971061506498e+01,-1.994320971061506498e+01,-2.025554578769867664e+00
2.690954773869346809e+03,2.000000000000000000e+02,-2.653652651951779262e+01,-2.653652651951779262e+01,-3.443364948118381108e+03,-3.443364948118381108e+03,-2.031500284307621751e+00,-3.432104143439896234e+03,-1.994194742985109770e+01,-1.994194742985109770e+01,-2.028079140296913607e+00
2.655778894472361571e+03,2.000000000000000000e+02,-2.653449260894558392e+01,-2.653449260894558392e+01,-3.443363452934490397e+03,-3.443363452934490397e+03,-2.034317560494297794e+00,-3.432108384352646681e+03,-1.994063507840837701e+01,-1.994063507840837701e+01,-2.030703843182045887e+00
2.620603015075376788e+03,2.000000000000000000e+02,-2.653237546951595505e+01,-2.653237546951595505e+01,-3.443361881910363536e+03,-3.443361881910363536e+03,-2.037254047795094891e+00,-3.432112824192448898e+03,-1.993926997794687850e+01,-1.993926997794687850e+01,-2.033434044103926031e+00
2.585427135678392006e+03,2.000000000000000000e+02,-2.653017051896949852e+01,-2.653017051896949852e+01,-3.443360229890004121e+03,-3.443360229890004121e+03,-2.040316646734714023e+00,-3.432117475535325411e+03,-1.993784926899093080e+01,-1.993784926899093080e+01,-2.036275462016889914e+00
2.550251256281407223e+03,2.000000000000000000e+02,-2.652787285683189111e+01,-2.652787285683189111e+01,-3.443358491277048415e+03,-3.443358491277048415e+03,-2.043512769358228454e+00,-3.432122351962904759e+03,-1.993636989605374765e+01,-1.993636989605374765e+01,-2.039234207891476913e+00
2.515075376884421985e+03,2.000000000000000000e+02,-2.652547723772386234e+01,-2.652547723772386234e+01,-3.443356659989362925e+03,-3.443356659989362925e+03,-2.046850385712533527e+00,-3.432127468160116223e+03,-1.993482859133206375e+01,-1.993482859133206375e+01,-2.042316817336440771e+00
2.479899497487437202e+03,2.000000000000000000e+02,-2.652297804192403419e+01,-2.652297804192403419e+01,-3.443354729408299590e+03,-3.443354729408299590e+03,-2.050338075370393476e+00,-3.432132840024174129e+03,-1.993322185678744063e+01,-1.993322185678744063e+01,-2.045530286425086164e+00
2.444723618090451964e+03,2.000000000000000000e+02,-2.652036924306048604e+01,-2.652036924306048604e+01,-3.443352692321542236e+03,-3.443352692321542236e+03,-2.053985084577613307e+00,-3.432138484786212302e+03,-1.993154594445604744e+01,-1.993154594445604744e+01,-2.048882111089820768e+00
2.409547738693467181e+03,2.000000000000000000e+02,-2.651764437244810324e+01,-2.651764437244810324e+01,-3.443350540858957174e+03,-3.443350540858957174e+03,-2.057801389789661872e+00,-3.432144421147405410e+03,-1.992979683475141428e+01,-1.992979683475141428e+01,-2.052380330495970906e+00
2.374371859296482398e+03,2.000000000000000000e+02,-2.651479647978749199e+01,-2.651479647978749199e+01,-3.443348266420261552e+03,-3.443348266420261552e+03,-2.061797768379884488e+00,-3.432150669431518509e+03,-1.992797021257058532e+01,-1.992797021257058532e+01,-2.056033574859772006e+00
2.339195979899497615e+03,2.000000000000000000e+02,-2.651181808976593857e+01,-2.651181808976593857e+01,-3.443345859593410751e+03,-3.443345859593410751e+03,-2.065985877470240872e+00,-3.432157251756172172e+03,-1.992606144088222209e+01,-1.992606144088222209e+01,-2.059851118237213896e+00
