offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
-3.500000000000000000e+03,2.000000000000000000e+02,1.988877599650767714e+00,0.000000000000000000e+00,2.032332999269851825e+01,0.000000000000000000e+00,9.999997389670990389e-01
-3.464824120603015217e+03,2.000000000000000000e+02,1.990120056309842900e+00,0.000000000000000000e+00,2.033078515806016640e+01,0.000000000000000000e+00,9.999997280257985066e-01
-3.429648241206029979e+03,2.000000000000000000e+02,1.991401870235413263e+00,0.000000000000000000e+00,2.033849102508281703e+01,0.000000000000000000e+00,9.999997164393629179e-01
-3.394472361809045196e+03,2.000000000000000000e+02,1.992724723069722037e+00,0.000000000000000000e+00,2.034645573074317326e+01,0.000000000000000000e+00,9.999997021904465377e-01
-3.359296482412060413e+03,2.000000000000000000e+02,1.994090437222338252e+00,0.000000000000000000e+00,2.035470192511058940e+01,0.000000000000000000e+00,9.999996919828946229e-01
-3.324120603015075176e+03,2.000000000000000000e+02,1.995500855967074383e+00,0.000000000000000000e+00,2.036323043255504217e+01,0.000000000000000000e+00,9.999996785555478329e-01
-3.288944723618090393e+03,2.000000000000000000e+02,1.996957982954968180e+00,0.000000000000000000e+00,2.037205864039765402e+01,0.000000000000000000e+00,9.999996644125594969e-01
-3.253768844221105610e+03,2.000000000000000000e+02,1.998463919988415993e+00,0.000000000000000000e+00,2.038120049365039677e+01,0.000000000000000000e+00,9.999996494760329258e-01
-3.218592964824120827e+03,2.000000000000000000e+02,2.000020888348672088e+00,0.000000000000000000e+00,2.039067048613742372e+01,0.000000000000000000e+00,9.999996335140277637e-01
-3.183417085427135589e+03,2.000000000000000000e+02,2.001631243628138712e+00,0.000000000000000000e+00,2.040048537019237074e+01,0.000000000000000000e+00,9.999996171585388005e-01
-3.148241206030150806e+03,2.000000000000000000e+02,2.003297474370324682e+00,0.000000000000000000e+00,2.041066145329125447e+01,0.000000000000000000e+00,9.999996000003766872e-01
-3.113065326633165569e+03,2.000000000000000000e+02,2.005022213541849840e+00,0.000000000000000000e+00,2.042121518603272534e+01,0.000000000000000000e+00,9.999995814723416920e-01
-3.077889447236180786e+03,2.000000000000000000e+02,2.006808260428061264e+00,0.000000000000000000e+00,2.043216597785624344e+01,0.000000000000000000e+00,9.999995618880090920e-01
-3.042713567839196003e+03,2.000000000000000000e+02,2.008658581514274566e+00,0.000000000000000000e+00,2.044353355482553525e+01,0.000000000000000000e+00,9.999995411162635461e-01
-3.007537688442211220e+03,2.000000000000000000e+02,2.010576322549038508e+00,0.000000000000000000e+00,2.045533798342341925e+01,0.000000000000000000e+00,9.999995184347733046e-01
-2.972361809045225982e+03,2.000000000000000000e+02,2.012564848855181943e+00,0.000000000000000000e+00,2.046760573631530633e+01,0.000000000000000000e+00,9.999994965086614895e-01
-2.937185929648241199e+03,2.000000000000000000e+02,2.014627698199919159e+00,0.000000000000000000e+00,2.048035572113172975e+01,0.000000000000000000e+00,9.999994719474472049e-01
-2.902010050251256416e+03,2.000000000000000000e+02,2.016768666180158487e+00,0.000000000000000000e+00,2.049361499755212890e+01,0.000000000000000000e+00,9.999994458887736526e-01
-2.866834170854271179e+03,2.000000000000000000e+02,2.018991787429145202e+00,0.000000000000000000e+00,2.050741054580061018e+01,0.000000000000000000e+00,9.999994182373644902e-01
-2.831658291457286396e+03,2.000000000000000000e+02,2.021301361793302664e+00,0.000000000000000000e+00,2.052177089904694185e+01,0.000000000000000000e+00,9.999993887545410853e-01
-2.796482412060301613e+03,2.000000000000000000e+02,2.023701955654879203e+00,0.000000000000000000e+00,2.053672233623859711e+01,0.000000000000000000e+00,9.999993537564204615e-01
-2.761306532663316830e+03,2.000000000000000000e+02,2.026198545068414791e+00,0.000000000000000000e+00,2.055231245667681605e+01,0.000000000000000000e+00,9.999993253275193394e-01
-2.726130653266331592e+03,2.000000000000000000e+02,2.028796284602995215e+00,0.000000000000000000e+00,2.056855994141727706e+01,0.000000000000000000e+00,9.999992901412857460e-01
-2.690954773869346809e+03,2.000000000000000000e+02,2.031500806209721954e+00,0.000000000000000000e+00,2.058550778292840278e+01,0.000000000000000000e+00,9.999992527302059564e-01
-2.655778894472361571e+03,2.000000000000000000e+02,2.034318109245762951e+00,0.000000000000000000e+00,2.060319574912847429e+01,0.000000000000000000e+00,9.999992128668955260e-01
-2.620603015075376788e+03,2.000000000000000000e+02,2.037254622708221774e+00,0.000000000000000000e+00,2.062166609093452507e+01,0.000000000000000000e+00,9.999991700480966861e-01
-2.585427135678392006e+03,2.000000000000000000e+02,2.040317245145312874e+00,0.000000000000000000e+00,2.064096412857441010e+01,0.000000000000000000e+00,9.999991239593535308e-01
-2.550251256281407223e+03,2.000000000000000000e+02,2.043513416651164594e+00,0.000000000000000000e+00,2.066114340381147940e+01,0.000000000000000000e+00,9.999990779815955966e-01
-2.515075376884421985e+03,2.000000000000000000e+02,2.046851068199497803e+00,0.000000000000000000e+00,2.068224982343377860e+01,0.000000000000000000e+00,9.999990265667506595e-01
-2.479899497487437202e+03,2.000000000000000000e+02,2.050338795476124965e+00,0.000000000000000000e+00,2.070434238127279514e+01,0.000000000000000000e+00,9.999989716901355186e-01
-2.444723618090451964e+03,2.000000000000000000e+02,2.053985844120659543e+00,0.000000000000000000e+00,2.072748145163501476e+01,0.000000000000000000e+00,9.999989129573416680e-01
-2.409547738693467181e+03,2.000000000000000000e+02,2.057802183600360824e+00,0.000000000000000000e+00,2.075173103100382832e+01,0.000000000000000000e+00,9.999988490089936066e-01
-2.374371859296482398e+03,2.000000000000000000e+02,2.061798623638753991e+00,0.000000000000000000e+00,2.077716575846460501e+01,0.000000000000000000e+00,9.999987844146950300e-01
-2.339195979899497615e+03,2.000000000000000000e+02,2.065986784024675504e+00,0.000000000000000000e+00,2.080385550861677757e+01,0.000000000000000000e+00,9.999987129315364154e-01
-2.304020100502512832e+03,2.000000000000000000e+02,2.070379301563957331e+00,0.000000000000000000e+00,2.083188321289429723e+01,0.000000000000000000e+00,9.999986361959871672e-01
-2.268844221105527595e+03,2.000000000000000000e+02,2.074989869395114983e+00,0.000000000000000000e+00,2.086133669832648252e+01,0.000000000000000000e+00,9.999985539799326473e-01
