delay(s),vol_rel
0.0,1.0
0.01,0.833687663147
0.03,0.611300538485
0.05,0.530548463985
0.07,0.3320470943
0.1,0.190976676214
0.15,0.0567792234863
0.2,-0.0561391571519
0.25,-0.1214119429
0.3,-0.137579414299
0.5,-0.145814443204
0.7,-0.117556049421
1.0,-0.0414769045141
1.5,0.101214707339
2.0,0.222243487368
2.5,0.353721243559
3.0,0.464641052535
