Date : 9/1/2019	Time : 00:16:39	
C:\UVWINLAB\DNA101U1.SP	
14.00	0.6249
14.20	0.6258
14.40	0.6266
14.60	0.6276
14.80	0.6285
15.00	0.6295
15.20	0.6302
15.40	0.6311
15.60	0.6320
15.80	0.6333
16.00	0.6342
16.20	0.6350
16.40	0.6363
16.60	0.6372
16.80	0.6383
17.00	0.6393
17.20	0.6401
17.40	0.6412
17.60	0.6423
17.80	0.6432
18.00	0.6446
18.20	0.6456
18.40	0.6467
18.60	0.6480
18.80	0.6493
19.00	0.6501
19.20	0.6516
19.40	0.6527
19.60	0.6543
19.80	0.6552
20.00	0.6565
20.20	0.6577
20.40	0.6589
20.60	0.6599
20.80	0.6612
21.00	0.6626
21.20	0.6635
21.40	0.6647
21.60	0.6654
21.80	0.6668
22.00	0.6684
22.20	0.6698
22.40	0.6709
22.60	0.6722
22.80	0.6731
23.00	0.6745
23.20	0.6753
23.40	0.6763
23.60	0.6774
23.80	0.6785
24.00	0.6795
24.20	0.6804
24.40	0.6813
24.60	0.6824
24.80	0.6835
25.00	0.6842
25.20	0.6853
25.40	0.6860
25.60	0.6868
25.80	0.6879
26.00	0.6884
26.20	0.6895
26.40	0.6899
26.60	0.6908
26.80	0.6916
27.00	0.6922
27.20	0.6930
27.40	0.6935
27.60	0.6941
27.80	0.6950
28.00	0.6953
28.20	0.6963
28.40	0.6966
28.60	0.6971
28.80	0.6979
29.00	0.6983
29.20	0.6990
29.40	0.6994
29.60	0.7000
29.80	0.7004
30.00	0.7008
30.20	0.7016
30.40	0.7020
30.60	0.7023
30.80	0.7029
31.00	0.7033
31.20	0.7040
31.40	0.7042
31.60	0.7046
31.80	0.7051
32.00	0.7054
32.20	0.7059
32.50	0.7064
32.70	0.7069
33.00	0.7076
33.20	0.7078
33.50	0.7085
33.70	0.7089
34.00	0.7095
34.20	0.7099
34.50	0.7105
34.70	0.7108
35.00	0.7112
35.20	0.7115
35.50	0.7121
35.70	0.7123
36.00	0.7132
36.20	0.7133
36.50	0.7138
36.70	0.7142
37.00	0.7147
37.20	0.7150
37.50	0.7155
37.70	0.7159
38.00	0.7165
38.20	0.7169
38.50	0.7174
38.70	0.7177
39.00	0.7184
39.20	0.7186
39.50	0.7189
39.70	0.7189
40.00	0.7197
Date : 9/1/2019	Time : 00:55:39	


Date : 9/1/2019	Time : 00:55:39	
C:\UVWINLAB\DNA101D1.SP	
40.00	0.7177
39.80	0.7174
39.50	0.7169
39.30	0.7165
39.00	0.7160
38.80	0.7155
38.50	0.7150
38.30	0.7149
38.00	0.7142
37.80	0.7139
37.50	0.7136
37.30	0.7132
37.00	0.7124
36.80	0.7121
36.50	0.7116
36.30	0.7113
36.00	0.7109
35.80	0.7105
35.50	0.7100
35.30	0.7095
35.00	0.7091
34.80	0.7085
34.50	0.7078
34.30	0.7076
34.00	0.7070
33.80	0.7064
33.50	0.7060
33.30	0.7054
33.00	0.7049
32.80	0.7045
32.50	0.7039
32.30	0.7034
32.00	0.7028
31.80	0.7025
31.60	0.7020
31.40	0.7013
31.20	0.7010
31.00	0.7002
30.80	0.6996
30.60	0.6992
30.40	0.6989
30.20	0.6982
30.00	0.6977
29.80	0.6971
29.60	0.6966
29.40	0.6959
29.20	0.6952
29.00	0.6946
28.80	0.6937
28.60	0.6929
28.40	0.6925
28.20	0.6916
28.00	0.6911
27.80	0.6900
27.60	0.6894
27.40	0.6882
27.20	0.6876
27.00	0.6864
26.80	0.6856
26.60	0.6846
26.40	0.6839
26.20	0.6828
26.00	0.6817
25.80	0.6809
25.60	0.6798
25.40	0.6785
25.20	0.6775
25.00	0.6766
24.80	0.6754
24.60	0.6746
24.40	0.6730
24.20	0.6724
24.00	0.6711
23.80	0.6699
23.60	0.6689
23.40	0.6676
23.20	0.6663
23.00	0.6653
22.80	0.6641
22.60	0.6629
22.40	0.6616
22.20	0.6604
22.00	0.6593
21.80	0.6579
21.60	0.6563
21.40	0.6552
21.20	0.6540
21.00	0.6527
20.80	0.6517
20.60	0.6503
20.40	0.6493
20.20	0.6479
20.00	0.6467
19.80	0.6455
19.60	0.6444
19.40	0.6436
19.20	0.6427
19.00	0.6415
18.80	0.6406
18.60	0.6393
18.40	0.6381
18.20	0.6370
18.00	0.6361
17.80	0.6348
17.60	0.6340
17.40	0.6331
17.20	0.6318
17.00	0.6312
16.80	0.6303
16.60	0.6295
16.40	0.6285
16.20	0.6275
16.00	0.6267
15.80	0.6255
15.60	0.6249
15.40	0.6241
15.20	0.6234
15.00	0.6225
14.80	0.6219
14.60	0.6215
14.40	0.6222
