Date : 8/31/2019	Time : 23:09:47	
C:\UVWINLAB\DNA81U1.SP	
14.80	0.6295
15.00	0.6298
15.20	0.6309
15.40	0.6314
15.60	0.6321
15.80	0.6331
16.00	0.6340
16.20	0.6347
16.40	0.6360
16.60	0.6371
16.80	0.6379
17.00	0.6387
17.20	0.6399
17.40	0.6407
17.60	0.6417
17.80	0.6430
18.00	0.6440
18.20	0.6451
18.40	0.6465
18.60	0.6474
18.80	0.6485
19.00	0.6498
19.20	0.6509
19.40	0.6524
19.60	0.6534
19.80	0.6548
20.00	0.6560
20.20	0.6572
20.40	0.6587
20.60	0.6598
20.80	0.6613
21.00	0.6623
21.20	0.6633
21.40	0.6646
21.60	0.6660
21.80	0.6668
22.00	0.6681
22.20	0.6697
22.40	0.6707
22.60	0.6723
22.80	0.6732
23.00	0.6746
23.20	0.6756
23.40	0.6765
23.60	0.6776
23.80	0.6786
24.00	0.6796
24.20	0.6808
24.40	0.6819
24.60	0.6829
24.80	0.6839
25.00	0.6846
25.20	0.6855
25.40	0.6863
25.60	0.6873
25.80	0.6883
26.00	0.6889
26.20	0.6897
26.40	0.6907
26.60	0.6914
26.80	0.6925
27.00	0.6928
27.20	0.6937
27.40	0.6942
27.60	0.6950
27.80	0.6956
28.00	0.6963
28.20	0.6966
28.40	0.6973
28.60	0.6978
28.80	0.6984
29.00	0.6989
29.20	0.6995
29.40	0.6999
29.60	0.7006
29.80	0.7011
30.00	0.7012
30.20	0.7022
30.40	0.7026
30.60	0.7029
30.80	0.7035
31.00	0.7036
31.20	0.7041
31.40	0.7044
31.60	0.7052
31.80	0.7054
32.00	0.7060
32.20	0.7064
32.50	0.7069
32.70	0.7075
33.00	0.7080
33.20	0.7085
33.50	0.7091
33.70	0.7092
34.00	0.7100
34.20	0.7104
34.50	0.7109
34.70	0.7114
35.00	0.7120
35.20	0.7124
35.50	0.7129
35.70	0.7131
36.00	0.7135
36.20	0.7140
36.50	0.7147
36.70	0.7149
37.00	0.7155
37.20	0.7159
37.50	0.7164
37.70	0.7166
38.00	0.7171
38.20	0.7174
38.50	0.7180
38.70	0.7180
39.00	0.7188
39.20	0.7192
39.50	0.7197
39.70	0.7200
40.00	0.7206
Date : 8/31/2019	Time : 23:48:17	


Date : 8/31/2019	Time : 23:48:17	
C:\UVWINLAB\DNA81D1.SP	
40.00	0.7185
39.80	0.7179
39.50	0.7176
39.30	0.7174
39.00	0.7167
38.80	0.7165
38.50	0.7157
38.30	0.7153
38.00	0.7148
37.80	0.7146
37.50	0.7139
37.30	0.7137
37.00	0.7132
36.80	0.7127
36.50	0.7124
36.30	0.7120
36.00	0.7114
35.80	0.7109
35.50	0.7103
35.30	0.7102
35.00	0.7096
34.80	0.7094
34.50	0.7086
34.30	0.7084
34.00	0.7077
33.80	0.7075
33.50	0.7070
33.30	0.7062
33.00	0.7056
32.80	0.7053
32.50	0.7046
32.30	0.7042
32.00	0.7036
31.80	0.7031
31.60	0.7026
31.40	0.7022
31.20	0.7016
31.00	0.7010
30.80	0.7003
30.60	0.7001
