Date : 8/29/2019	Time : 19:25:48	
C:\UVWINLAB\DNA01U1.SP	
13.00	0.6046
13.20	0.6055
13.40	0.6064
13.60	0.6072
13.80	0.6079
14.00	0.6089
14.20	0.6099
14.40	0.6107
14.60	0.6115
14.80	0.6122
15.00	0.6133
15.20	0.6143
15.40	0.6153
15.60	0.6159
15.80	0.6168
16.00	0.6178
16.20	0.6188
16.40	0.6198
16.60	0.6210
16.80	0.6220
17.00	0.6227
17.20	0.6240
17.40	0.6252
17.60	0.6261
17.80	0.6270
18.00	0.6280
18.20	0.6292
18.40	0.6302
18.60	0.6314
18.80	0.6326
19.00	0.6338
19.20	0.6349
19.40	0.6362
19.60	0.6372
19.80	0.6386
20.00	0.6400
20.20	0.6420
20.40	0.6426
20.60	0.6439
20.80	0.6453
21.00	0.6463
21.20	0.6474
21.40	0.6490
21.60	0.6498
21.80	0.6509
22.00	0.6519
22.20	0.6529
22.40	0.6543
22.60	0.6553
22.80	0.6562
23.00	0.6572
23.20	0.6583
23.40	0.6597
23.60	0.6607
23.80	0.6617
24.00	0.6626
24.20	0.6637
24.40	0.6645
24.60	0.6658
24.80	0.6665
25.00	0.6674
25.20	0.6683
25.40	0.6692
25.60	0.6699
25.80	0.6705
26.00	0.6712
26.20	0.6721
26.40	0.6728
26.60	0.6736
26.80	0.6744
27.00	0.6749
27.20	0.6760
27.40	0.6767
27.60	0.6773
27.80	0.6778
28.00	0.6785
28.20	0.6789
28.40	0.6798
28.60	0.6804
28.80	0.6809
29.00	0.6814
29.20	0.6821
29.40	0.6824
29.60	0.6829
29.80	0.6834
30.00	0.6838
30.20	0.6842
30.40	0.6848
30.60	0.6855
30.80	0.6857
31.00	0.6863
31.20	0.6867
31.40	0.6871
31.60	0.6877
31.80	0.6882
32.00	0.6884
32.20	0.6888
32.50	0.6895
32.70	0.6899
33.00	0.6906
33.20	0.6908
33.50	0.6915
33.70	0.6917
34.00	0.6925
34.20	0.6928
34.50	0.6934
34.70	0.6937
35.00	0.6944
35.20	0.6949
35.50	0.6952
35.70	0.6955
36.00	0.6960
36.20	0.6964
36.50	0.6971
36.70	0.6972
37.00	0.6980
37.20	0.6982
37.50	0.6988
37.70	0.6990
38.00	0.6998
38.20	0.7000
38.50	0.7004
38.70	0.7004
39.00	0.7013
39.20	0.7017
39.50	0.7022
39.70	0.7026
40.00	0.7031
40.20	0.7033
40.50	0.7039
40.70	0.7039
41.00	0.7049
41.20	0.7051
41.50	0.7056
41.70	0.7062
42.00	0.7065
42.20	0.7068
42.50	0.7073
42.70	0.7073
43.00	0.7083
43.20	0.7086
43.50	0.7090
43.70	0.7091
44.00	0.7096
44.20	0.7100
44.50	0.7104
44.70	0.7104
45.00	0.7117
Date : 8/29/2019	Time : 20:15:50	


Date : 8/29/2019	Time : 20:15:50	
C:\UVWINLAB\DNA01D1.SP	
45.00	0.7094
44.80	0.7092
44.50	0.7091
44.30	0.7089
44.00	0.7085
43.80	0.7079
43.50	0.7072
43.30	0.7065
43.00	0.7056
42.80	0.7054
42.50	0.7048
42.30	0.7045
42.00	0.7041
41.80	0.7038
41.50	0.7035
41.30	0.7031
41.00	0.7026
40.80	0.7023
40.50	0.7019
40.30	0.7015
40.00	0.7005
39.80	0.7005
39.50	0.7000
39.30	0.6996
39.00	0.6992
38.80	0.6986
38.50	0.6980
38.30	0.6977
38.00	0.6972
37.80	0.6968
37.50	0.6964
37.30	0.6959
37.00	0.6954
36.80	0.6950
36.50	0.6946
36.30	0.6942
36.00	0.6936
35.80	0.6935
35.50	0.6929
35.30	0.6925
35.00	0.6920
34.80	0.6917
34.50	0.6911
34.30	0.6905
34.00	0.6897
33.80	0.6894
33.50	0.6890
33.30	0.6883
33.00	0.6878
32.80	0.6875
32.50	0.6869
32.30	0.6863
32.00	0.6858
31.80	0.6852
31.60	0.6847
31.40	0.6843
31.20	0.6838
31.00	0.6832
30.80	0.6825
30.60	0.6822
30.40	0.6816
30.20	0.6810
30.00	0.6807
29.80	0.6799
29.60	0.6795
29.40	0.6788
29.20	0.6779
29.00	0.6773
28.80	0.6767
28.60	0.6758
28.40	0.6753
28.20	0.6746
28.00	0.6737
27.80	0.6730
27.60	0.6722
27.40	0.6713
27.20	0.6707
27.00	0.6700
26.80	0.6687
26.60	0.6679
26.40	0.6672
26.20	0.6663
26.00	0.6654
25.80	0.6642
25.60	0.6632
25.40	0.6619
25.20	0.6610
25.00	0.6600
24.80	0.6593
24.60	0.6577
24.40	0.6569
24.20	0.6556
24.00	0.6545
23.80	0.6534
23.60	0.6522
23.40	0.6513
23.20	0.6502
23.00	0.6489
22.80	0.6476
22.60	0.6466
22.40	0.6455
22.20	0.6440
22.00	0.6428
21.80	0.6418
21.60	0.6404
21.40	0.6390
21.20	0.6379
21.00	0.6366
20.80	0.6353
20.60	0.6342
20.40	0.6328
20.20	0.6317
20.00	0.6305
19.80	0.6296
19.60	0.6284
19.40	0.6276
19.20	0.6265
19.00	0.6255
18.80	0.6240
18.60	0.6230
18.40	0.6218
18.20	0.6207
18.00	0.6196
17.80	0.6186
17.60	0.6178
17.40	0.6170
17.20	0.6160
17.00	0.6149
16.80	0.6140
16.60	0.6130
16.40	0.6123
16.20	0.6113
16.00	0.6103
15.80	0.6095
15.60	0.6086
15.40	0.6079
15.20	0.6073
15.00	0.6065
14.80	0.6056
14.60	0.6052
14.40	0.6046
14.20	0.6038
