Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
gc8,1,1.3298945954630768,176.04,avg,298.15,0.92,0.08,0.0,2.572294473080328,0.0,38.11235801924242,0.0,0.0,3.04898864154,35.0633693777,0.0,0.0,0.0,0.0,0.327977607517,0.028519791958,0.0,1.44705336996,0.0,16.792655561,15.345602191,0.0,0.0,0.0,0.0,1.4327443647567006,1.4327443647567006,1.4327443647567006,27.65496854602546,27.65496854602546,27.65496854602546,0.08,0.08,0.0,0.022063156861238102,0.0,2.1073284845666884,0.0,0.0,2.82069726097,3.41857178442,0.0,0.0,0.0,0.0,0.303420460995,0.00278059290409,0.0,0.551158255272,0.0,0.548122772779,0.057765459544,0.0,0.0,0.0,0.0,0.1547106073205397,0.1547106073205397,0.1547106073205397,0.20626496769590885,0.20626496769590885,0.20626496769590885
